%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00672,1:11.194,1,1,71194443,.TAU_application
100.0,16,1:11.194,1,331.016,71194436,CG
58.2,32,361,41,454,31,24180,1337238,CONJ_GRAD
40.1,778,28,583,1,3E+06,28583797,MAKEA
38.0,12,982,27,027,1.5E+06,1.13261E+08,18,SPRNVC
13.2,9,381,9,381,7.55074E+07,0,0,RANDLC
8.5,6,035,6,035,8153,0,740,MPI_Wait()
6.6,4,663,4,663,3.77537E+07,0,0,ICNVRT
4.2,3,004,3,004,8153,0,369,MPI_Send()
0.9,0.0397,639,1,3.01562,639889,INITIALIZE_MPI
0.9,638,638,1,0,638826,MPI_Init()
0.8,563,563,1,0,563892,SPARSE
0.7,493,493,1,0,493709,MPI_Finalize()
0.3,213,213,1.5E+06,0,0,VECSET
0.1,54,54,8153,0,7,MPI_Irecv()
0.0,4,4,1,0,4655,ALLOC_SPACE
0.0,0.987,0.987,1,0,987,MPI_Bcast()
0.0,0.495,0.495,1,0,496,MPI_Barrier()
0.0,0.123,0.123,1,0,123,MPI_Reduce()
0.0,0.0262,0.0269,1,2,27,GET_ACTIVE_NPROCS
0.0,0.012,0.012,1,0,12,TIMER_START
0.0,0.00881,0.00881,0.015625,0,564,CHECK_TIMER_FLAG
0.0,0.00217,0.00217,0.015625,0,139,PRINT_RESULTS
0.0,0.00144,0.00144,9,0,0,TIMER_CLEAR
0.0,0.000844,0.000844,1,0,1,TIMER_STOP
0.0,0.000594,0.000594,1,0,1,SETUP_SUBMATRIX_INFO
0.0,0.000359,0.000359,1,0,0,SETUP_PROC_INFO
0.0,0.000344,0.000344,1,0,0,MPI_Comm_size()
0.0,0.000328,0.000328,1,0,0,MPI_Comm_rank()
0.0,0.000188,0.000188,1,0,0,TIMER_READ
