%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0075,1:09.356,1,1,69356016,.TAU_application
100.0,10,1:09.356,1,425.25,69356008,CG
88.4,1:00.091,1:01.305,101,31512,606983,CONJ_GRAD
8.1,5,598,5,598,1,0,5598833,MPI_Finalize()
3.0,106,2,072,1,150001,2072090,MAKEA
2.4,774,1,650,75000,7.08731E+06,22,SPRNVC
1.3,920,920,10605,0,87,MPI_Send()
0.8,584,584,4.72488E+06,0,0,RANDLC
0.5,0.032,367,1,3.25,367886,INITIALIZE_MPI
0.5,367,367,1,0,367338,MPI_Init()
0.4,304,304,1,0,304695,SPARSE
0.4,290,290,2.36244E+06,0,0,ICNVRT
0.4,283,283,10605,0,27,MPI_Wait()
0.0,11,11,10605,0,1,MPI_Irecv()
0.0,10,10,75000,0,0,VECSET
0.0,0.967,0.967,1,0,967,ALLOC_SPACE
0.0,0.379,0.379,1,0,379,MPI_Bcast()
0.0,0.114,0.114,0.25,0,455,CHECK_TIMER_FLAG
0.0,0.046,0.046,1,0,46,MPI_Barrier()
0.0,0.032,0.032,0.25,0,128,PRINT_RESULTS
0.0,0.03,0.03,1,0,30,MPI_Reduce()
0.0,0.0227,0.0235,1,2,24,GET_ACTIVE_NPROCS
0.0,0.00675,0.00675,1,0,7,TIMER_START
0.0,0.0015,0.0015,9,0,0,TIMER_CLEAR
0.0,0.001,0.001,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,MPI_Comm_rank()
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00025,0.00025,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,SETUP_PROC_INFO
0.0,0,0,1,0,0,TIMER_READ
