Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00275,33,958,1,1,33958987
int_main(int_char_**),100.0,19,805,33,958,1,100.125,33958984
void_CalcKinematicsForElems(Domain,17.9,3,637,6,087,8,1.67772E+07,760930
MPI_Finalize(),17.0,5,772,5,772,1,0,5772864
Real_t_CalcElemVolume(const,8.1,2,755,2,755,1.88744E+07,0,0
MPI_Allreduce(),2.6,893,893,7,0,127708
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.5,466,846,1,2.09716E+06,846346
MPI_Init(),1.1,365,365,1,0,365850
void_CommSend(Domain,0.4,27,123,25,165,4951
MPI_Waitall(),0.3,95,95,25,0,3813
void_CommSyncPosVel(Domain,0.1,38,41,8,36,5240
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,33,33,1,0,33717
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.1,19,19,1,1,19910
void_Domain::SetupElementConnectivities(Int_t),0.0,14,14,1,0,14981
void_CommSBN(Domain,0.0,11,13,9,72,1484
void_CommMonoQ(Domain,0.0,6,6,8,32,766
MPI_Wait(),0.0,5,5,115,0,52
void_Domain::SetupBoundaryConditions(Int_t),0.0,4,4,1,0,4010
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1677
MPI_Isend(),0.0,0.696,0.696,115,0,6
void_Domain::~Domain(),0.0,0.694,0.694,1,0,694
void_CommRecv(Domain,0.0,0.0858,0.335,25,140,13
MPI_Barrier(),0.0,0.328,0.328,1,0,328
MPI_Irecv(),0.0,0.231,0.231,115,0,2
MPI_Comm_rank(),0.0,0.0574,0.0574,77,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0478,0.0478,1,0,48
MPI_Reduce(),0.0,0.0354,0.0354,1,0,35
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0154,0.0154,0.125,0,123
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0101,0.0101,1,0,10
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00187,0.00375,1,2,4
StrToInt,0.0,0.00187,0.00187,2,0,1
MPI_Comm_size(),0.0,0.000375,0.000375,1,0,0
