%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00644,1,179,1,1,1179379,.TAU_application
100.0,0.251,1,179,1,70.1875,1179373,MG_MPI
71.0,836,836,1,0,836967,MPI_Finalize()
27.3,321,321,1,0,321550,MPI_Init()
0.9,0.134,10,11,286,951,MG3P
0.8,0.612,9,191,3251,49,COMM3
0.5,1,5,68,68,84,RESID
0.3,3,3,88,0,43,MPI_Allreduce()
0.3,0.785,3,1080,1080,4,TAKE3
0.3,0.864,3,66,66,56,PSINV
0.3,3,3,1091,0,3,MPI_Wait()
0.3,0.123,3,4,8,809,NORM2U3
0.3,0.788,3,1080,1080,3,GIVE3
0.2,0.556,2,2,2510.62,1441,ZRAN3
0.2,2,2,1091,0,2,MPI_Send()
0.2,0.322,2,55,55,41,RPRJ3
0.2,1,1,1091,1091,2,READY
0.1,1,1,7,0,158,MPI_Bcast()
0.1,0.36,0.786,55,55,14,INTERP
0.1,0.655,0.655,6,0,109,MPI_Barrier()
0.0,0.472,0.472,1091,0,0,MPI_Irecv()
0.0,0.0222,0.426,55,33,8,COMM3_EX
0.0,0.00487,0.372,11,11,34,TAKE3_EX
0.0,0.331,0.331,70,0,5,ZERO3
0.0,0.255,0.255,1024,0,0,VRANLC
0.0,0.208,0.208,1136.25,0,0,RANDLC
0.0,0.131,0.131,2,0,66,TIMER_START
0.0,0.073,0.073,334.625,0,0,BUBBLE
0.0,0.0178,0.031,6,78.25,5,POWER
0.0,0.0277,0.0277,0.0625,0,443,CHECK_TIMER_FLAG
0.0,0.0276,0.0276,1,0,28,ALLOC_SPACE
0.0,0.0269,0.0272,1,2,27,GET_ACTIVE_NPROCS
0.0,0.0065,0.0134,11,11,1,GIVE3_EX
0.0,0.0104,0.0104,1,0,10,MPI_Reduce()
0.0,0.00869,0.00869,0.0625,0,139,PRINT_RESULTS
0.0,0.0065,0.0065,2,0,3,SETUP
0.0,0.00275,0.00275,17,0,0,TIMER_CLEAR
0.0,0.000937,0.000937,2,0,0,TIMER_STOP
0.0,0.000375,0.000375,1.0625,0,0,TIMER_READ
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,MPI_Comm_rank()
