%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0291,1,387,1,1,1387807,.TAU_application
100.0,0.199,1,387,1,120.188,1387778,MG_MPI
62.8,870,870,1,0,870850,MPI_Finalize()
23.8,329,329,1,0,329783,MPI_Init()
10.0,0.425,139,36,1116,3865,MG3P
7.7,1,107,724,12420,148,COMM3
6.6,34,91,254,254,358,RESID
3.6,17,49,252,252,198,PSINV
3.4,5,47,4128,4128,11,GIVE3
3.0,41,41,4164,0,10,MPI_Send()
2.9,5,40,4128,4128,10,TAKE3
2.7,37,37,4164,0,9,MPI_Wait()
1.7,5,23,216,216,108,RPRJ3
1.3,15,17,4164,4164,4,READY
0.7,1,9,2,8769.75,4511,ZRAN3
0.6,6,8,216,216,39,INTERP
0.2,2,2,256,0,11,ZERO3
0.2,2,2,6,0,429,MPI_Barrier()
0.2,2,2,4164,0,1,MPI_Irecv()
0.2,0.0646,2,216,108,10,COMM3_EX
0.1,1,1,88,0,22,MPI_Allreduce()
0.1,0.0167,1,36,36,54,TAKE3_EX
0.1,0.777,1,4,8,409,NORM2U3
0.1,1,1,4096,0,0,VRANLC
0.1,0.722,0.722,7,0,103,MPI_Bcast()
0.0,0.67,0.67,4251.38,0,0,RANDLC
0.0,0.0742,0.0742,417.75,0,0,BUBBLE
0.0,0.0149,0.0334,36,36,1,GIVE3_EX
0.0,0.0327,0.0331,1,2,33,GET_ACTIVE_NPROCS
0.0,0.031,0.031,1,0,31,ALLOC_SPACE
0.0,0.0147,0.028,6,89.375,5,POWER
0.0,0.0277,0.0277,0.0625,0,443,CHECK_TIMER_FLAG
0.0,0.0116,0.0116,1,0,12,MPI_Reduce()
0.0,0.00956,0.00956,0.0625,0,153,PRINT_RESULTS
0.0,0.00875,0.00875,2,0,4,SETUP
0.0,0.00762,0.00762,2,0,4,TIMER_START
0.0,0.00281,0.00281,17,0,0,TIMER_CLEAR
0.0,0.00137,0.00137,2,0,1,TIMER_STOP
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1,0,0,MPI_Comm_rank()
0.0,6.25E-05,6.25E-05,1.0625,0,0,TIMER_READ
