Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00423,3,014,1,1,3014720
int_main(int_char_**),100.0,74,3,014,1,188.008,3014716
MPI_Finalize(),36.0,1,086,1,086,1,0,1086063
MPI_Init(),20.3,613,613,1,0,613059
MPI_Allreduce(),17.1,516,516,15,0,34403
MPI_Wait(),12.6,380,380,491.2,0,774
void_CommSend(Domain,7.5,1,227,49,589.2,4641
MPI_Waitall(),7.0,210,210,49,0,4289
void_CommSBN(Domain,6.4,0.405,192,17,298.792,11308
void_CommSyncPosVel(Domain,3.3,0.643,98,16,148.608,6182
void_CommMonoQ(Domain,3.0,0.269,90,16,92.8,5652
MPI_Barrier(),2.4,73,73,1,0,73678
void_CalcKinematicsForElems(Domain,1.3,22,37,16,65536,2371
Real_t_CalcElemVolume(const,0.5,16,16,69632,0,0
MPI_Isend(),0.5,15,15,491.2,0,32
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,1,2,1,4102,2776
MPI_Reduce(),0.0,1,1,1,0,1190
void_CommRecv(Domain,0.0,0.149,0.749,49,540.2,15
MPI_Irecv(),0.0,0.583,0.583,491.2,0,1
MPI_Comm_rank(),0.0,0.129,0.129,149,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,0.112,0.112,1,0,112
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.0633,0.0638,1,1,64
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.0359,0.0359,1,0,36
void_Domain::SetupElementConnectivities(Int_t),0.0,0.027,0.027,1,0,27
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0122,0.0122,1,0,12
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00784,0.00784,1,0,8
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00199,0.00426,1,2,4
StrToInt,0.0,0.00226,0.00226,2,0,1
void_Domain::~Domain(),0.0,0.002,0.002,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00123,0.00123,1,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00064,0.00064,0.008,0,80
MPI_Comm_size(),0.0,0.000464,0.000464,1,0,0
