Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00325,1:39.210,1,1,99210569
int_main(int_char_**),100.0,1:00.528,1:39.210,1,2828.12,99210566
void_CalcKinematicsForElems(Domain,24.0,14,051,23,853,256,6.71089E+07,93179
Real_t_CalcElemVolume(const,9.9,9,840,9,840,6.7371E+07,0,0
MPI_Finalize(),7.4,7,345,7,345,1,0,7345232
MPI_Allreduce(),5.3,5,267,5,267,255,0,20659
void_CommSend(Domain,1.2,220,1,212,769,5001,1577
MPI_Waitall(),1.0,978,978,769,0,1273
MPI_Init(),0.4,362,362,1,0,362464
void_CommSyncPosVel(Domain,0.4,286,351,256,1152,1374
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,73,122,1,262150,122281
MPI_Wait(),0.1,120,120,3463,0,35
void_CommSBN(Domain,0.1,58,113,257,2056,442
void_CommMonoQ(Domain,0.0,44,45,256,1024,177
MPI_Isend(),0.0,12,12,3463,0,4
void_CommRecv(Domain,0.0,1,5,769,4232,8
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4203
MPI_Irecv(),0.0,3,3,3463,0,1
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,2,2,1,1,2758
void_Domain::SetupElementConnectivities(Int_t),0.0,1,1,1,0,1914
MPI_Comm_rank(),0.0,1,1,2309,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,0.695,0.695,1,0,694
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.679,0.679,1,0,679
MPI_Reduce(),0.0,0.41,0.41,1,0,410
void_Domain::~Domain(),0.0,0.144,0.144,1,0,144
MPI_Barrier(),0.0,0.0902,0.0902,1,0,90
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0114,0.0114,0.125,0,91
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.01,0.01,1,0,10
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00825,0.00825,1,0,8
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0015,0.00325,1,2,3
StrToInt,0.0,0.00175,0.00175,2,0,1
MPI_Comm_size(),0.0,0.00025,0.00025,1,0,0
