%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00725,2,125,1,1,2125306,.TAU_application
100.0,1,2,125,1,553.062,2125299,CG
39.7,604,843,76,41496,11096,CONJ_GRAD
24.4,518,518,1,0,518163,MPI_Finalize()
20.7,0.0354,439,1,3.0625,439377,INITIALIZE_MPI
20.6,438,438,1,0,438522,MPI_Init()
15.2,16,322,1,60001,322012,MAKEA
13.7,140,291,30000,1.08172E+06,10,SPRNVC
5.7,120,120,13984,0,9,MPI_Wait()
5.3,111,111,13984,0,8,MPI_Send()
4.8,101,101,721149,0,0,RANDLC
2.4,50,50,360574,0,0,ICNVRT
0.4,9,9,1,0,9089,SPARSE
0.3,5,5,13984,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.763,0.763,1,0,763,MPI_Bcast()
0.0,0.715,0.715,1,0,715,ALLOC_SPACE
0.0,0.234,0.234,1,0,234,MPI_Barrier()
0.0,0.0514,0.0514,1,0,51,MPI_Reduce()
0.0,0.0308,0.0308,0.0625,0,493,CHECK_TIMER_FLAG
0.0,0.0251,0.0257,1,2,26,GET_ACTIVE_NPROCS
0.0,0.00975,0.00975,0.0625,0,156,PRINT_RESULTS
0.0,0.003,0.003,1,0,3,TIMER_START
0.0,0.00144,0.00144,9,0,0,TIMER_CLEAR
0.0,0.001,0.001,1,0,1,TIMER_STOP
0.0,0.000375,0.000375,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000313,0.000313,1,0,0,MPI_Comm_rank()
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.000313,0.000313,1,0,0,SETUP_PROC_INFO
0.0,0.000125,0.000125,1,0,0,TIMER_READ
