Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00358,7,405,1,1,7405855
int_main(int_char_**),100.0,3,450,7,405,1,364.016,7405851
void_CalcKinematicsForElems(Domain,17.1,744,1,267,32,3.53894E+06,39614
MPI_Allreduce(),8.9,659,659,31,0,21284
MPI_Init(),8.2,604,604,1,0,604826
MPI_Finalize(),7.9,588,588,1,0,588116
void_CommSend(Domain,7.4,25,545,97,1054.62,5620
Real_t_CalcElemVolume(const,7.3,543,543,3.64954E+06,0,0
MPI_Waitall(),6.7,492,492,97,0,5082
MPI_Wait(),2.4,178,178,860.625,0,208
void_CommSyncPosVel(Domain,1.6,26,117,32,266,3666
void_CommSBN(Domain,1.2,7,88,33,515.625,2682
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.9,41,67,1,110598,67609
MPI_Isend(),0.4,26,26,860.625,0,31
void_CommMonoQ(Domain,0.2,5,12,32,176,388
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,1,1,1,0,1788
MPI_Reduce(),0.0,1,1,1,0,1526
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1408
void_CommRecv(Domain,0.0,0.318,1,97,957.625,14
MPI_Irecv(),0.0,0.976,0.976,860.625,0,1
MPI_Barrier(),0.0,0.886,0.886,1,0,886
void_Domain::SetupElementConnectivities(Int_t),0.0,0.859,0.859,1,0,859
void_Domain::SetupCommBuffers(Int_t),0.0,0.75,0.75,1,0,750
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.213,0.213,1,0,213
MPI_Comm_rank(),0.0,0.194,0.194,293,0,1
void_Domain::~Domain(),0.0,0.157,0.157,1,0,157
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0108,0.0108,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00592,0.00592,1,0,6
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00319,0.00511,1,2,5
StrToInt,0.0,0.00192,0.00192,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00147,0.00147,0.015625,0,94
MPI_Comm_size(),0.0,0.000469,0.000469,1,0,0
