Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00354,16,983,1,1,16983355
int_main(int_char_**),100.0,9,277,16,983,1,364.005,16983351
void_CalcKinematicsForElems(Domain,17.6,1,759,2,993,32,8.38861E+06,93533
MPI_Allreduce(),11.2,1,897,1,897,31,0,61220
Real_t_CalcElemVolume(const,7.5,1,275,1,275,8.65075E+06,0,0
void_CommSend(Domain,7.2,51,1,217,97,1234.19,12551
MPI_Waitall(),6.6,1,115,1,115,97,0,11504
MPI_Wait(),2.8,479,479,1040.19,0,461
MPI_Finalize(),2.6,449,449,1,0,449233
MPI_Init(),2.4,414,414,1,0,414020
void_CommSyncPosVel(Domain,1.8,66,307,32,319.407,9597
void_CommSBN(Domain,1.4,16,240,33,625.778,7290
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.8,89,143,1,262150,143151
MPI_Isend(),0.3,49,49,1040.19,0,48
void_CommMonoQ(Domain,0.2,11,25,32,192,799
MPI_Reduce(),0.0,8,8,1,0,8087
MPI_Barrier(),0.0,7,7,1,0,7772
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4549
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3204
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2121
void_CommRecv(Domain,0.0,0.37,1,97,1137.19,19
MPI_Irecv(),0.0,1,1,1040.19,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1211
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.979,0.979,1,0,979
void_Domain::~Domain(),0.0,0.294,0.294,1,0,294
MPI_Comm_rank(),0.0,0.219,0.219,293,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0106,0.0106,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00882,0.00882,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00156,0.0034,1,2,3
StrToInt,0.0,0.00185,0.00185,2,0,1
MPI_Comm_size(),0.0,0.000454,0.000454,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000417,0.000417,0.00462963,0,90
