Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00375,1,139,1,1,1139843
int_main(int_char_**),100.0,35,1,139,1,100.005,1139840
MPI_Init(),47.9,546,546,1,0,546503
MPI_Finalize(),43.7,498,498,1,0,498653
MPI_Allreduce(),1.7,19,19,7,0,2813
void_CommSend(Domain,1.5,0.577,17,25,323.519,707
void_CalcKinematicsForElems(Domain,1.3,8,15,8,32768,1879
MPI_Waitall(),1.3,14,14,25,0,584
Real_t_CalcElemVolume(const,0.6,6,6,36864,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,1,2,1,4102,2582
MPI_Isend(),0.2,2,2,273.519,0,9
MPI_Wait(),0.2,2,2,273.519,0,8
void_CommMonoQ(Domain,0.1,0.137,1,8,48,204
MPI_Barrier(),0.1,0.773,0.773,1,0,773
void_CommSBN(Domain,0.1,0.176,0.647,9,170.667,72
void_CommSyncPosVel(Domain,0.0,0.274,0.545,8,79.8519,68
MPI_Reduce(),0.0,0.44,0.44,1,0,440
void_CommRecv(Domain,0.0,0.0666,0.234,25,298.519,9
MPI_Irecv(),0.0,0.162,0.162,273.519,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,0.116,0.116,1,0,116
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.059,0.0594,1,1,59
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.036,0.036,1,0,36
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0264,0.0264,1,0,26
MPI_Comm_rank(),0.0,0.0209,0.0209,77,0,0
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0102,0.0102,1,0,10
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00762,0.00762,1,0,8
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00157,0.00338,1,2,3
StrToInt,0.0,0.00181,0.00181,2,0,1
void_Domain::~Domain(),0.0,0.00176,0.00176,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00101,0.00101,1,0,1
MPI_Comm_size(),0.0,0.00044,0.00044,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000343,0.000343,0.00462963,0,74
