Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,3.89917E+07
BLTS,3.89917E+07
BUTS,3.89917E+07
JACU,3.89917E+07
EXCHANGE_1,1.22567E+06
MPI_Recv(),1.07246E+06
SETIV,2
EXCHANGE_3,608
EXACT,2.14487E+08
MPI_Send(),1.07353E+06
MPI_Wait(),1066.19
ERROR,1
ERHS,1
MPI_Allreduce(),10
L2NORM,4
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
MPI_Irecv(),1066.19
SETBV,2
PINTGR,1
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
EXCHANGE_4,1
MPI_Barrier(),2
EXCHANGE_6,0.25
EXCHANGE_5,0.25
VERIFY,0.015625
PROC_GRID,1
SETCOEFF,1
NEIGHBORS,1
MPI_Comm_size(),1
SUBDOMAIN,1
MPI_Comm_rank(),1
ISQRT2,1
SET_CLASS,0.015625
