Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00359,5,364,1,1,5364367
int_main(int_char_**),100.0,27,5,364,1,100.037,5364364
MPI_Finalize(),81.3,4,360,4,360,1,0,4360875
MPI_Init(),17.4,930,930,1,0,930817
void_CalcKinematicsForElems(Domain,0.2,7,12,8,32768,1537
MPI_Allreduce(),0.2,11,11,7,0,1608
void_CommSend(Domain,0.2,0.391,11,25,234.148,442
MPI_Waitall(),0.2,10,10,25,0,401
MPI_Wait(),0.1,6,6,184.148,0,37
void_CommSBN(Domain,0.1,0.119,6,9,114.333,733
Real_t_CalcElemVolume(const,0.1,5,5,36864,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.0,1,2,1,4102,2189
MPI_Isend(),0.0,0.625,0.625,184.148,0,3
void_CommSyncPosVel(Domain,0.0,0.197,0.47,8,54.8148,59
MPI_Barrier(),0.0,0.348,0.348,1,0,348
MPI_Reduce(),0.0,0.192,0.192,1,0,192
void_CommRecv(Domain,0.0,0.0456,0.183,25,209.148,7
MPI_Irecv(),0.0,0.132,0.132,184.148,0,1
void_CommMonoQ(Domain,0.0,0.108,0.115,8,40,14
void_Domain::SetupCommBuffers(Int_t),0.0,0.0813,0.0813,1,0,81
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.0493,0.0498,1,1,50
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.031,0.031,1,0,31
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0249,0.0249,1,0,25
MPI_Comm_rank(),0.0,0.0177,0.0177,77,0,0
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0101,0.0101,1,0,10
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00607,0.00607,1,0,6
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00363,0.00363,0.037037,0,98
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00141,0.00326,1,2,3
StrToInt,0.0,0.00185,0.00185,2,0,1
void_Domain::~Domain(),0.0,0.00152,0.00152,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.000963,0.000963,1,0,1
MPI_Comm_size(),0.0,0.000407,0.000407,1,0,0
