Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00371,1,382,1,1,1382680
int_main(int_char_**),100.0,276,1,382,1,100.008,1382676
MPI_Finalize(),33.2,459,459,1,0,459462
MPI_Init(),28.2,389,389,1,0,389974
void_CalcKinematicsForElems(Domain,7.1,58,98,8,262144,12298
MPI_Allreduce(),4.5,62,62,7,0,8973
void_CommSend(Domain,4.5,2,62,25,303.888,2487
MPI_Waitall(),3.8,52,52,25,0,2095
Real_t_CalcElemVolume(const,3.4,46,46,294912,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.6,13,21,1,32774,21939
MPI_Isend(),0.5,7,7,253.888,0,28
MPI_Wait(),0.5,6,6,253.888,0,26
void_CommSyncPosVel(Domain,0.4,1,6,8,74.304,766
void_CommSBN(Domain,0.2,0.62,2,9,158.184,273
void_CommMonoQ(Domain,0.1,0.628,1,8,46.4,125
MPI_Barrier(),0.1,0.996,0.996,1,0,996
MPI_Reduce(),0.1,0.848,0.848,1,0,848
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.562,0.562,1,0,562
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.447,0.448,1,1,448
void_Domain::SetupCommBuffers(Int_t),0.0,0.388,0.388,1,0,388
void_CommRecv(Domain,0.0,0.08,0.335,25,278.888,13
void_Domain::SetupElementConnectivities(Int_t),0.0,0.263,0.263,1,0,263
MPI_Irecv(),0.0,0.244,0.244,253.888,0,1
void_Domain::~Domain(),0.0,0.112,0.112,1,0,112
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.055,0.055,1,0,55
MPI_Comm_rank(),0.0,0.0396,0.0396,77,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0107,0.0107,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00182,0.0037,1,2,4
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0027,0.0027,1,0,3
StrToInt,0.0,0.00187,0.00187,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000688,0.000688,0.008,0,86
MPI_Comm_size(),0.0,0.000488,0.000488,1,0,0
