%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00564,1,690,1,1,1690561,.TAU_application
100.0,0.452,1,690,1,1334,1690555,CG
31.6,0.0352,534,1,3.00391,534390,INITIALIZE_MPI
31.6,533,533,1,0,533657,MPI_Init()
28.9,95,488,101,102414,4839,CONJ_GRAD
23.4,395,395,1,0,395543,MPI_Finalize()
19.8,334,334,34542,0,10,MPI_Wait()
16.0,6,270,1,28001,270332,MAKEA
15.4,122,261,14000,1.03223E+06,19,SPRNVC
5.5,92,92,688157,0,0,RANDLC
2.9,49,49,34542,0,1,MPI_Send()
2.7,46,46,344078,0,0,ICNVRT
0.6,10,10,34542,0,0,MPI_Irecv()
0.1,2,2,14000,0,0,VECSET
0.0,0.664,0.664,1,0,664,MPI_Bcast()
0.0,0.62,0.62,1,0,620,SPARSE
0.0,0.339,0.339,1,0,339,MPI_Barrier()
0.0,0.108,0.108,1,0,108,MPI_Reduce()
0.0,0.0544,0.0544,1,0,54,ALLOC_SPACE
0.0,0.0315,0.032,1,2,32,GET_ACTIVE_NPROCS
0.0,0.0254,0.0254,1,0,25,TIMER_START
0.0,0.00168,0.00168,0.00390625,0,431,CHECK_TIMER_FLAG
0.0,0.00151,0.00151,9,0,0,TIMER_CLEAR
0.0,0.000758,0.000758,1,0,1,TIMER_STOP
0.0,0.000543,0.000543,0.00390625,0,139,PRINT_RESULTS
0.0,0.000402,0.000402,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000332,0.000332,1,0,0,MPI_Comm_size()
0.0,0.000223,0.000223,1,0,0,SETUP_PROC_INFO
0.0,0.000207,0.000207,1,0,0,MPI_Comm_rank()
0.0,0.00018,0.00018,1,0,0,TIMER_READ
