Name,#Call
.TAU_application,1
MPSP,1
ADI,401
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
MPI_Waitall(),36492
COPY_FACES,402
Y_SOLVE,401
X_SOLVE,401
Z_SOLVE,401
COMPUTE_RHS,402
MPI_Isend(),38502
LHSX,6416
LHSZ,6416
LHSY,6416
MPI_Irecv(),38502
TZETAR,6416
TXINVR,401
INITIALIZE,2
ADD,401
EXACT_SOLUTION,19089.8
PINVR,6416
NINVR,6416
EXACT_RHS,1
MPI_Barrier(),2
MPI_Comm_dup(),2
VERIFY,1
MPI_Bcast(),4
ERROR_NORM,1
MPI_Allreduce(),2
LHSINIT,1
RHS_NORM,1
ALLOC_SPACE,1
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.00390625
