Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00375,8,587,1,1,8587014
int_main(int_char_**),100.0,209,8,587,1,188.125,8587010
MPI_Finalize(),91.6,7,865,7,865,1,0,7865360
MPI_Init(),4.4,376,376,1,0,376032
void_CalcKinematicsForElems(Domain,0.9,45,78,16,221184,4878
MPI_Allreduce(),0.5,43,43,15,0,2913
Real_t_CalcElemVolume(const,0.4,34,34,235008,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,3,6,1,13830,6441
void_CommSend(Domain,0.1,1,5,49,321,112
MPI_Waitall(),0.0,3,3,49,0,75
void_CommSyncPosVel(Domain,0.0,0.804,0.956,16,72,60
MPI_Isend(),0.0,0.586,0.586,223,0,3
void_CommMonoQ(Domain,0.0,0.494,0.508,16,64,32
void_CommSBN(Domain,0.0,0.306,0.368,17,136,22
void_CommRecv(Domain,0.0,0.073,0.245,49,272,5
MPI_Wait(),0.0,0.218,0.218,223,0,1
MPI_Irecv(),0.0,0.162,0.162,223,0,1
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.152,0.152,1,1,152
MPI_Reduce(),0.0,0.113,0.113,1,0,112
void_Domain::SetupCommBuffers(Int_t),0.0,0.11,0.11,1,0,110
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.105,0.105,1,0,105
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0806,0.0806,1,0,81
MPI_Comm_rank(),0.0,0.0385,0.0385,149,0,0
MPI_Barrier(),0.0,0.0181,0.0181,1,0,18
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0149,0.0149,1,0,15
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0109,0.0109,0.125,0,87
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.009,0.009,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00137,0.0035,1,2,4
StrToInt,0.0,0.00213,0.00213,2,0,1
void_Domain::~Domain(),0.0,0.002,0.002,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00137,0.00137,1,0,1
MPI_Comm_size(),0.0,0.000375,0.000375,1,0,0
