Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
EXCHANGE_1,160640
RHS,253
MPI_Recv(),140560
JACU,803200
JACLD,803200
BLTS,803200
BUTS,803200
EXCHANGE_3,508
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
MPI_Send(),141451
MPI_Wait(),891.188
SETIV,2
EXACT,836921
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
MPI_Irecv(),891.188
SETBV,2
ALLOC_SPACE,1
PINTGR,1
MPI_Barrier(),2
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
EXCHANGE_4,1
EXCHANGE_6,0.25
EXCHANGE_5,0.25
PROC_GRID,1
VERIFY,0.015625
SETCOEFF,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
NEIGHBORS,1
SUBDOMAIN,1
ISQRT2,1
SET_CLASS,0.015625
