Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,62248
MPI_Recv(),56412.2
RHS,253
JACLD,120606
JACU,120606
BLTS,120606
BUTS,120606
EXCHANGE_3,508
MPI_Send(),57335.2
MPI_Wait(),922.906
SETIV,2
EXACT,24589.2
ERHS,1
MPI_Allreduce(),10
MPI_Irecv(),922.906
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
L2NORM,4
ERROR,1
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
EXCHANGE_5,0.25
PROC_GRID,1
VERIFY,0.0078125
EXCHANGE_6,0.125
SETCOEFF,1
MPI_Comm_size(),1
ISQRT2,1
NEIGHBORS,1
MPI_Comm_rank(),1
SUBDOMAIN,1
SET_CLASS,0.0078125
