%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00762,12,194,1,1,12194441,.TAU_application
100.0,0.529,12,194,1,90.1875,12194433,MG_MPI
69.1,0.703,8,424,21,861,401176,MG3P
60.2,1,7,347,550,9543,13358,COMM3
44.7,112,5,456,3174,3174,1719,GIVE3
43.8,5,344,5,344,3195,0,1673,MPI_Send()
42.3,1,656,5,154,191,191,26986,RESID
23.9,729,2,913,189,189,15415,PSINV
15.8,332,1,927,168,168,11471,RPRJ3
13.5,84,1,644,3174,3174,518,TAKE3
12.9,1,578,1,578,3195,0,494,MPI_Wait()
7.4,899,899,1,0,899358,MPI_Finalize()
4.1,505,505,1,0,505608,MPI_Init()
2.8,77,343,2,132007,171944,ZRAN3
2.3,266,286,168,168,1703,INTERP
2.0,238,245,3195,3195,77,READY
0.9,112,112,6,0,18745,MPI_Barrier()
0.8,101,101,193,0,524,ZERO3
0.7,43,82,4,8,20583,NORM2U3
0.4,48,48,88,0,555,MPI_Allreduce()
0.3,40,40,65536,0,1,VRANLC
0.2,0.0856,19,168,63,119,COMM3_EX
0.1,0.0132,17,21,21,850,TAKE3_EX
0.1,11,11,65905.6,0,0,RANDLC
0.1,6,6,3195,0,2,MPI_Irecv()
0.0,1,1,1,0,1359,ALLOC_SPACE
0.0,0.374,0.374,7,0,53,MPI_Bcast()
0.0,0.098,0.098,583.375,0,0,BUBBLE
0.0,0.077,0.077,2,0,38,TIMER_START
0.0,0.0311,0.0311,0.0625,0,498,CHECK_TIMER_FLAG
0.0,0.0176,0.0311,6,111.625,5,POWER
0.0,0.0296,0.03,1,2,30,GET_ACTIVE_NPROCS
0.0,0.014,0.0283,21,21,1,GIVE3_EX
0.0,0.0148,0.0148,1,0,15,MPI_Reduce()
0.0,0.0118,0.0118,0.0625,0,188,PRINT_RESULTS
0.0,0.0085,0.0085,2,0,4,SETUP
0.0,0.00275,0.00275,17,0,0,TIMER_CLEAR
0.0,0.00194,0.00194,2,0,1,TIMER_STOP
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1.0625,0,0,TIMER_READ
0.0,0.000125,0.000125,1,0,0,MPI_Comm_rank()
