Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
MPI_Finalize(),1
RHS,253
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,62248
JACLD,241211
MPI_Recv(),46686
JACU,241211
BLTS,241211
BUTS,241211
EXCHANGE_3,508
MPI_Wait(),764.25
MPI_Send(),47450.2
SETIV,2
EXACT,196714
ERHS,1
ERROR,1
MPI_Allreduce(),10
L2NORM,4
MPI_Irecv(),764.25
SETBV,2
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
ALLOC_SPACE,1
MPI_Barrier(),2
VERIFY,0.0625
EXCHANGE_4,1
PROC_GRID,1
EXCHANGE_6,0.5
EXCHANGE_5,0.5
SUBDOMAIN,1
MPI_Comm_rank(),1
SETCOEFF,1
MPI_Comm_size(),1
NEIGHBORS,1
ISQRT2,1
SET_CLASS,0.0625
