Name,#Call
.TAU_application,1
APPLU,1
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
SSOR,2
EXCHANGE_1,2040
MPI_Recv(),1275
RHS,53
EXCHANGE_3,108
MPI_Wait(),137.25
JACLD,2550
JACU,2550
BLTS,2550
BUTS,2550
MPI_Send(),1412.25
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETIV,2
EXACT,1841
ERHS,1
MPI_Allreduce(),10
L2NORM,4
SETBV,2
ERROR,1
MPI_Irecv(),137.25
PINTGR,1
ALLOC_SPACE,1
VERIFY,0.125
MPI_Barrier(),2
EXCHANGE_4,1
PROC_GRID,1
EXCHANGE_5,1
SETCOEFF,1
EXCHANGE_6,0.5
MPI_Comm_rank(),1
MPI_Comm_size(),1
NEIGHBORS,1
ISQRT2,1
SUBDOMAIN,1
SET_CLASS,0.125
