%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00636,1,302,1,1,1302918,.TAU_application
100.0,0.359,1,302,1,120.023,1302912,MG_MPI
41.2,536,536,1,0,536517,MPI_Init()
40.2,523,523,1,0,523728,MPI_Finalize()
13.4,0.482,174,36,1296,4852,MG3P
9.8,1,127,832,12910.5,153,COMM3
9.7,57,126,290,290,436,RESID
4.1,6,53,4263,4263,13,TAKE3
4.1,17,53,288,288,185,PSINV
4.1,6,53,4263,4263,12,GIVE3
4.1,53,53,4389,0,12,MPI_Wait()
3.6,46,46,4389,0,11,MPI_Send()
2.2,6,28,252,252,114,RPRJ3
1.4,16,18,4389,4389,4,READY
1.4,11,18,252,252,72,INTERP
0.7,1,9,2,8767.95,4596,ZRAN3
0.5,0.121,6,252,378,25,COMM3_EX
0.4,0.0509,5,126,126,44,TAKE3_EX
0.3,3,3,377.5,0,10,ZERO3
0.2,2,2,6,0,452,MPI_Barrier()
0.2,2,2,4389,0,1,MPI_Irecv()
0.2,2,2,88,0,24,MPI_Allreduce()
0.1,0.775,1,4,8,415,NORM2U3
0.1,1,1,4096,0,0,VRANLC
0.1,0.983,0.983,7,0,140,MPI_Bcast()
0.1,0.669,0.669,4269.3,0,0,RANDLC
0.0,0.0524,0.164,126,126,1,GIVE3_EX
0.0,0.0757,0.0757,415.953,0,0,BUBBLE
0.0,0.0193,0.0363,6,107.297,6,POWER
0.0,0.0336,0.0342,1,2,34,GET_ACTIVE_NPROCS
0.0,0.0286,0.0286,1,0,29,ALLOC_SPACE
0.0,0.0162,0.0162,2,0,8,TIMER_START
0.0,0.0149,0.0149,2,0,7,SETUP
0.0,0.0143,0.0143,1,0,14,MPI_Reduce()
0.0,0.00426,0.00426,0.0078125,0,545,CHECK_TIMER_FLAG
0.0,0.003,0.003,17,0,0,TIMER_CLEAR
0.0,0.00134,0.00134,2,0,1,TIMER_STOP
0.0,0.0011,0.0011,0.0078125,0,141,PRINT_RESULTS
0.0,0.000391,0.000391,1,0,0,MPI_Comm_size()
0.0,0.000203,0.000203,1,0,0,MPI_Comm_rank()
0.0,0.000125,0.000125,1.00781,0,0,TIMER_READ
