Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00333,9:19.088,1,1,559088618
int_main(int_char_**),100.0,6:46.184,9:19.088,1,1420.04,559088614
void_CalcKinematicsForElems(Domain,17.2,56,425,1:35.889,128,2.68435E+08,749139
Real_t_CalcElemVolume(const,7.1,39,770,39,770,2.70533E+08,0,0
MPI_Allreduce(),6.7,37,651,37,651,127,0,296466
void_CommSend(Domain,1.8,788,9,903,385,3540.81,25723
MPI_Waitall(),1.6,9,090,9,090,385,0,23613
MPI_Finalize(),0.8,4,696,4,696,1,0,4696152
MPI_Wait(),0.3,1,790,1,790,2770.81,0,646
void_CommSBN(Domain,0.3,305,1,683,129,1638.78,13048
void_CommSyncPosVel(Domain,0.2,977,1,386,128,877.037,10836
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,520,925,1,2.09716E+06,925549
MPI_Init(),0.1,545,545,1,0,545828
void_CommMonoQ(Domain,0.0,139,143,128,640,1118
MPI_Reduce(),0.0,67,67,1,0,67259
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,48,48,1,0,48365
MPI_Isend(),0.0,23,23,2770.81,0,8
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,22,22,1,1,22293
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18741
void_CommRecv(Domain,0.0,2,7,385,3155.81,19
void_Domain::SetupBoundaryConditions(Int_t),0.0,5,5,1,0,5843
MPI_Irecv(),0.0,4,4,2770.81,0,2
void_Domain::SetupCommBuffers(Int_t),0.0,3,3,1,0,3435
MPI_Barrier(),0.0,2,2,1,0,2925
MPI_Comm_rank(),0.0,1,1,1157,0,1
void_Domain::~Domain(),0.0,0.983,0.983,1,0,983
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0466,0.0466,1,0,47
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0156,0.0156,1,0,16
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00489,0.00489,0.037037,0,132
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00167,0.00381,1,2,4
StrToInt,0.0,0.00215,0.00215,2,0,1
MPI_Comm_size(),0.0,0.000481,0.000481,1,0,0
