Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00355,2,956,1,1,2956457
int_main(int_char_**),100.0,870,2,956,1,100.008,2956454
MPI_Finalize(),25.3,747,747,1,0,747224
MPI_Init(),15.2,450,450,1,0,450491
void_CalcKinematicsForElems(Domain,10.8,188,319,8,884736,39954
void_CommSend(Domain,7.4,6,220,25,303.888,8809
MPI_Allreduce(),6.9,203,203,7,0,29086
MPI_Waitall(),6.5,192,192,25,0,7694
Real_t_CalcElemVolume(const,5.2,152,152,995328,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.4,43,70,1,110598,70344
MPI_Wait(),2.0,59,59,253.888,0,233
void_CommSyncPosVel(Domain,1.4,7,42,8,74.304,5299
void_CommSBN(Domain,0.8,1,22,9,158.184,2532
MPI_Isend(),0.7,20,20,253.888,0,83
void_CommMonoQ(Domain,0.2,1,5,8,46.4,648
MPI_Reduce(),0.1,2,2,1,0,2194
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,1,1,1,0,1944
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1424
MPI_Barrier(),0.0,1,1,1,0,1071
void_Domain::SetupElementConnectivities(Int_t),0.0,0.911,0.911,1,0,911
void_Domain::SetupCommBuffers(Int_t),0.0,0.809,0.809,1,0,809
void_CommRecv(Domain,0.0,0.0878,0.44,25,278.888,18
MPI_Irecv(),0.0,0.338,0.338,253.888,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.262,0.262,1,0,262
void_Domain::~Domain(),0.0,0.156,0.156,1,0,156
MPI_Comm_rank(),0.0,0.0481,0.0481,77,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0105,0.0105,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00577,0.00577,1,0,6
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0017,0.00365,1,2,4
StrToInt,0.0,0.00195,0.00195,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000752,0.000752,0.008,0,94
MPI_Comm_size(),0.0,0.000576,0.000576,1,0,1
