Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00348,10,267,1,1,10267712
int_main(int_char_**),100.0,3,536,10,267,1,2828,10267709
MPI_Allreduce(),27.5,2,823,2,823,255,0,11072
void_CalcKinematicsForElems(Domain,12.4,743,1,269,256,3.53894E+06,4958
MPI_Wait(),7.9,816,816,8965.8,0,91
void_CommSend(Domain,7.8,39,805,769,10503.8,1048
MPI_Waitall(),7.2,739,739,769,0,961
MPI_Init(),5.3,548,548,1,0,548363
Real_t_CalcElemVolume(const,5.1,528,528,3.55277E+06,0,0
MPI_Finalize(),3.9,403,403,1,0,403781
void_CommSyncPosVel(Domain,3.7,25,376,256,2790,1471
void_CommMonoQ(Domain,3.5,10,360,256,1600,1407
void_CommSBN(Domain,1.2,9,125,257,5344.8,488
MPI_Isend(),0.3,26,26,8965.8,0,3
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,5,8,1,13830,8715
void_CommRecv(Domain,0.1,2,8,769,9734.8,11
MPI_Irecv(),0.1,6,6,8965.8,0,1
MPI_Reduce(),0.0,0.89,0.89,1,0,890
MPI_Barrier(),0.0,0.787,0.787,1,0,787
MPI_Comm_rank(),0.0,0.693,0.693,2309,0,0
void_Domain::SetupCommBuffers(Int_t),0.0,0.248,0.248,1,0,248
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.191,0.191,1,0,191
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.189,0.19,1,1,190
void_Domain::SetupElementConnectivities(Int_t),0.0,0.103,0.103,1,0,103
void_Domain::~Domain(),0.0,0.0583,0.0583,1,0,58
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0219,0.0219,1,0,22
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0115,0.0115,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00145,0.00329,1,2,3
StrToInt,0.0,0.00184,0.00184,2,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00171,0.00171,1,0,2
MPI_Comm_size(),0.0,0.000426,0.000426,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00017,0.00017,0.00195312,0,87
