Name,#Call
.TAU_application,1
MPSP,1
ADI,501
COPY_FACES,502
COMPUTE_RHS,502
Z_SOLVE,501
X_SOLVE,501
Y_SOLVE,501
MPI_Waitall(),27556
LHSZ,5010
LHSY,5010
LHSX,5010
TXINVR,501
ADD,501
TZETAR,5010
INITIALIZE,2
NINVR,5010
EXACT_SOLUTION,1.10448E+07
PINVR,5010
MPI_Irecv(),30066
MPI_Isend(),30066
EXACT_RHS,1
MPI_Finalize(),1
SETUP_MPI,1
MPI_Init(),1
VERIFY,1
ERROR_NORM,1
MPI_Barrier(),2
MPI_Allreduce(),2
RHS_NORM,1
LHSINIT,1
ALLOC_SPACE,1
MPI_Comm_dup(),2
MPI_Bcast(),4
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.01
