Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00326,9,170,1,1,9170378
int_main(int_char_**),100.0,2,424,9,170,1,100.037,9170375
MPI_Finalize(),51.9,4,761,4,761,1,0,4761114
void_CalcKinematicsForElems(Domain,8.1,439,747,8,2.09715E+06,93404
MPI_Init(),6.0,548,548,1,0,548970
Real_t_CalcElemVolume(const,3.8,347,347,2.3593E+06,0,0
MPI_Allreduce(),2.6,241,241,7,0,34431
void_CommSend(Domain,1.9,11,171,25,234.148,6840
MPI_Waitall(),1.7,158,158,25,0,6334
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.5,84,135,1,262150,135533
MPI_Wait(),1.2,107,107,184.148,0,584
void_CommSBN(Domain,0.9,3,83,9,114.333,9230
void_CommSyncPosVel(Domain,0.5,14,42,8,54.8148,5292
MPI_Barrier(),0.1,7,7,1,0,7958
MPI_Reduce(),0.1,4,4,1,0,4935
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4485
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,2,2,1,1,2972
void_CommMonoQ(Domain,0.0,2,2,8,40,283
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2118
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1088
MPI_Isend(),0.0,0.929,0.929,184.148,0,5
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.865,0.865,1,0,865
void_CommRecv(Domain,0.0,0.0941,0.421,25,209.148,17
MPI_Irecv(),0.0,0.307,0.307,184.148,0,2
void_Domain::~Domain(),0.0,0.169,0.169,1,0,169
MPI_Comm_rank(),0.0,0.0597,0.0597,77,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0131,0.0131,1,0,13
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00896,0.00896,1,0,9
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00507,0.00507,0.037037,0,137
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00159,0.00363,1,2,4
StrToInt,0.0,0.00204,0.00204,2,0,1
MPI_Comm_size(),0.0,0.000333,0.000333,1,0,0
