Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00364,58,111,1,1,58111352
int_main(int_char_**),100.0,27,268,58,111,1,2828,58111348
MPI_Allreduce(),18.6,10,836,10,836,255,0,42496
void_CalcKinematicsForElems(Domain,17.3,5,874,10,059,256,2.83116E+07,39295
void_CommSend(Domain,10.6,225,6,142,769,9733.74,7988
MPI_Waitall(),10.1,5,859,5,859,769,0,7620
Real_t_CalcElemVolume(const,7.2,4,206,4,206,2.84221E+07,0,0
MPI_Wait(),4.3,2,485,2,485,8195.74,0,303
void_CommSyncPosVel(Domain,3.0,246,1,731,256,2555.26,6764
void_CommSBN(Domain,1.5,66,864,257,4873.48,3364
MPI_Init(),0.8,447,447,1,0,447619
MPI_Finalize(),0.7,424,424,1,0,424965
void_CommMonoQ(Domain,0.4,45,248,256,1536,969
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,43,70,1,110598,70215
MPI_Isend(),0.1,57,57,8195.74,0,7
void_CommRecv(Domain,0.0,2,11,769,8964.74,15
MPI_Irecv(),0.0,8,8,8195.74,0,1
MPI_Reduce(),0.0,3,3,1,0,3996
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,1,1,1,0,1829
MPI_Comm_rank(),0.0,1,1,2309,0,1
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1428
MPI_Barrier(),0.0,1,1,1,0,1091
void_Domain::SetupElementConnectivities(Int_t),0.0,0.879,0.879,1,0,879
void_Domain::SetupCommBuffers(Int_t),0.0,0.846,0.846,1,0,846
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.238,0.238,1,0,238
void_Domain::~Domain(),0.0,0.168,0.168,1,0,168
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.011,0.011,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00546,0.00546,1,0,5
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00158,0.0035,1,2,4
StrToInt,0.0,0.00192,0.00192,2,0,1
MPI_Comm_size(),0.0,0.000472,0.000472,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000444,0.000444,0.00462963,0,96
