Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
EXCHANGE_1,160640
RHS,253
MPI_Recv(),150600
INIT_COMM,1
MPI_Init(),1
MPI_Finalize(),1
JACLD,401600
JACU,401600
BLTS,401600
BUTS,401600
EXCHANGE_3,508
MPI_Send(),151555
MPI_Wait(),954.609
SETIV,2
EXACT,209230
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
MPI_Irecv(),954.609
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
EXCHANGE_4,1
ALLOC_SPACE,1
EXCHANGE_6,0.125
EXCHANGE_5,0.125
PROC_GRID,1
SETCOEFF,1
VERIFY,0.00390625
MPI_Comm_size(),1
NEIGHBORS,1
SUBDOMAIN,1
MPI_Comm_rank(),1
ISQRT2,1
SET_CLASS,0.00390625
