Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,37,834,1,1,37834154
int_main(int_char_**),100.0,24,960,37,834,1,100.003,37834150
void_CalcKinematicsForElems(Domain,16.0,3,574,6,057,8,1.67772E+07,757191
MPI_Allreduce(),7.6,2,887,2,887,7,0,412522
Real_t_CalcElemVolume(const,7.4,2,791,2,791,1.88744E+07,0,0
void_CommSend(Domain,2.9,60,1,085,25,338.105,43413
MPI_Waitall(),2.6,969,969,25,0,38771
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.5,531,937,1,2.09716E+06,937207
MPI_Finalize(),1.9,702,702,1,0,702596
MPI_Init(),1.5,562,562,1,0,562834
MPI_Wait(),1.0,377,377,288.105,0,1310
void_CommSBN(Domain,0.6,18,241,9,179.974,26815
void_CommSyncPosVel(Domain,0.6,87,221,8,83.9883,27672
MPI_Reduce(),0.2,72,72,1,0,72962
MPI_Barrier(),0.2,71,71,1,0,71570
MPI_Isend(),0.1,55,55,288.105,0,193
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,45,45,1,0,45966
void_CommMonoQ(Domain,0.1,10,31,8,49.1429,3952
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.1,22,22,1,1,22289
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18417
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6914
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4483
void_Domain::~Domain(),0.0,1,1,1,0,1161
void_CommRecv(Domain,0.0,0.134,0.841,25,313.105,34
MPI_Irecv(),0.0,0.683,0.683,288.105,0,2
MPI_Comm_rank(),0.0,0.0775,0.0775,77,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0314,0.0314,1,0,31
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0118,0.0118,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00156,0.00366,1,2,4
StrToInt,0.0,0.00211,0.00211,2,0,1
MPI_Comm_size(),0.0,0.000493,0.000493,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000356,0.000356,0.00291545,0,122
