%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00647,1,420,1,1,1420477,.TAU_application
100.0,0.205,1,420,1,70.0938,1420470,MG_MPI
60.0,851,851,1,0,851688,MPI_Finalize()
22.6,320,320,1,0,320438,MPI_Init()
11.6,0.182,164,11,396,14958,MG3P
8.6,0.725,122,257,4345.5,475,COMM3
8.4,54,119,90,90,1329,RESID
4.6,5,65,1443,1443,45,GIVE3
4.2,59,59,1465,0,41,MPI_Send()
3.9,21,54,88,88,624,PSINV
2.3,4,32,1443,1443,23,TAKE3
2.2,10,31,77,77,406,RPRJ3
2.1,29,29,1465,0,20,MPI_Wait()
1.7,22,23,1465,1465,16,READY
1.4,4,19,2,17076.1,9607,ZRAN3
0.8,9,11,77,77,149,INTERP
0.5,6,6,6,0,1076,MPI_Barrier()
0.4,5,5,97.5,0,56,ZERO3
0.4,2,5,4,8,1256,NORM2U3
0.2,2,2,88,0,34,MPI_Allreduce()
0.2,2,2,8192,0,0,VRANLC
0.1,0.0347,1,77,66,25,COMM3_EX
0.1,0.0104,1,22,22,72,TAKE3_EX
0.1,1,1,8424.88,0,0,RANDLC
0.1,1,1,1465,0,1,MPI_Irecv()
0.1,1,1,1,0,1021,ALLOC_SPACE
0.1,0.808,0.808,7,0,115,MPI_Bcast()
0.0,0.0794,0.0794,468.125,0,0,BUBBLE
0.0,0.0181,0.0335,6,102.875,6,POWER
0.0,0.0255,0.026,1,2,26,GET_ACTIVE_NPROCS
0.0,0.0111,0.0232,22,22,1,GIVE3_EX
0.0,0.0152,0.0152,0.03125,0,486,CHECK_TIMER_FLAG
0.0,0.0118,0.0118,1,0,12,MPI_Reduce()
0.0,0.0107,0.0107,2,0,5,TIMER_START
0.0,0.00866,0.00866,2,0,4,SETUP
0.0,0.00516,0.00516,0.03125,0,165,PRINT_RESULTS
0.0,0.00275,0.00275,17,0,0,TIMER_CLEAR
0.0,0.00156,0.00156,2,0,1,TIMER_STOP
0.0,0.000344,0.000344,1,0,0,MPI_Comm_size()
0.0,0.000344,0.000344,1.03125,0,0,TIMER_READ
0.0,9.38E-05,9.38E-05,1,0,0,MPI_Comm_rank()
