Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00344,18,840,1,1,18840906
int_main(int_char_**),100.0,8,646,18,840,1,2828.04,18840903
MPI_Finalize(),23.2,4,365,4,365,1,0,4365322
void_CalcKinematicsForElems(Domain,15.8,1,745,2,978,256,8.38861E+06,11635
MPI_Allreduce(),8.0,1,515,1,515,255,0,5944
Real_t_CalcElemVolume(const,6.6,1,239,1,239,8.42138E+06,0,0
MPI_Init(),3.1,578,578,1,0,578630
void_CommSend(Domain,2.7,71,515,769,7067.93,670
MPI_Waitall(),2.3,425,425,769,0,553
MPI_Wait(),0.8,141,141,5529.93,0,26
void_CommSBN(Domain,0.7,12,132,257,3264.85,516
void_CommSyncPosVel(Domain,0.3,41,64,256,1754.07,250
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,12,20,1,32774,20297
MPI_Isend(),0.1,17,17,5529.93,0,3
void_CommMonoQ(Domain,0.1,16,16,256,1280,65
void_CommRecv(Domain,0.0,1,6,769,6298.93,9
MPI_Irecv(),0.0,4,4,5529.93,0,1
MPI_Comm_rank(),0.0,1,1,2309,0,0
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.594,0.594,1,0,594
MPI_Reduce(),0.0,0.559,0.559,1,0,559
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.416,0.417,1,1,417
void_Domain::SetupCommBuffers(Int_t),0.0,0.307,0.307,1,0,307
MPI_Barrier(),0.0,0.297,0.297,1,0,297
void_Domain::SetupElementConnectivities(Int_t),0.0,0.284,0.284,1,0,284
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0459,0.0459,1,0,46
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0119,0.0119,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00233,0.00437,1,2,4
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00359,0.00359,0.037037,0,97
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00307,0.00307,1,0,3
void_Domain::~Domain(),0.0,0.00256,0.00256,1,0,3
StrToInt,0.0,0.00204,0.00204,2,0,1
MPI_Comm_size(),0.0,0.000556,0.000556,1,0,1
