%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00706,1,226,1,1,1226756,.TAU_application
100.0,0.162,1,226,1,90.1875,1226749,MG_MPI
70.1,859,859,1,0,859686,MPI_Finalize()
27.6,338,338,1,0,338946,MPI_Init()
1.6,0.197,20,21,546,957,MG3P
1.5,0.919,18,361,6141,51,COMM3
0.9,2,10,128,128,83,RESID
0.8,1,9,2040,2040,5,TAKE3
0.7,9,9,2061,0,4,MPI_Wait()
0.6,1,7,126,126,56,PSINV
0.4,1,4,2040,2040,2,GIVE3
0.4,0.481,4,105,105,42,RPRJ3
0.3,3,3,2061,0,2,MPI_Send()
0.2,2,2,2061,2061,1,READY
0.2,0.427,2,2,2510.62,1246,ZRAN3
0.1,0.557,1,105,105,12,INTERP
0.1,0.912,0.912,6,0,152,MPI_Barrier()
0.1,0.814,0.814,7,0,116,MPI_Bcast()
0.1,0.813,0.813,88,0,9,MPI_Allreduce()
0.1,0.756,0.756,2061,0,0,MPI_Irecv()
0.1,0.0343,0.727,105,63,7,COMM3_EX
0.1,0.008,0.645,21,21,31,TAKE3_EX
0.0,0.342,0.342,130,0,3,ZERO3
0.0,0.0979,0.301,4,8,75,NORM2U3
0.0,0.205,0.205,1024,0,0,VRANLC
0.0,0.169,0.169,1136.25,0,0,RANDLC
0.0,0.0575,0.0575,334.625,0,0,BUBBLE
0.0,0.0322,0.0322,0.0625,0,515,CHECK_TIMER_FLAG
0.0,0.0273,0.0281,1,2,28,GET_ACTIVE_NPROCS
0.0,0.0256,0.0256,1,0,26,ALLOC_SPACE
0.0,0.0126,0.0244,6,78.25,4,POWER
0.0,0.00844,0.0179,21,21,1,GIVE3_EX
0.0,0.0106,0.0106,1,0,11,MPI_Reduce()
0.0,0.0095,0.0095,0.0625,0,152,PRINT_RESULTS
0.0,0.00887,0.00887,2,0,4,SETUP
0.0,0.00869,0.00869,2,0,4,TIMER_START
0.0,0.0025,0.0025,17,0,0,TIMER_CLEAR
0.0,0.00119,0.00119,2,0,1,TIMER_STOP
0.0,0.000562,0.000562,1,0,1,MPI_Comm_size()
0.0,0.000375,0.000375,1.0625,0,0,TIMER_READ
0.0,0.000188,0.000188,1,0,0,MPI_Comm_rank()
