%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00572,1,356,1,1,1356094,.TAU_application
100.0,0.558,1,356,1,1009.01,1356088,CG
39.4,0.0358,533,1,3.00781,533925,INITIALIZE_MPI
39.3,533,533,1,0,533060,MPI_Init()
29.7,402,402,1,0,402988,MPI_Finalize()
19.7,65,266,76,77064,3508,CONJ_GRAD
11.8,160,160,25992,0,6,MPI_Wait()
11.1,4,150,1,28001,150596,MAKEA
10.6,67,143,14000,541041,10,SPRNVC
3.7,50,50,360695,0,0,RANDLC
2.5,33,33,25992,0,1,MPI_Send()
1.9,25,25,180347,0,0,ICNVRT
0.6,7,7,25992,0,0,MPI_Irecv()
0.2,2,2,14000,0,0,VECSET
0.1,0.797,0.797,1,0,797,MPI_Bcast()
0.0,0.513,0.513,1,0,513,MPI_Barrier()
0.0,0.441,0.441,1,0,441,SPARSE
0.0,0.115,0.115,1,0,115,MPI_Reduce()
0.0,0.0532,0.0532,1,0,53,ALLOC_SPACE
0.0,0.0282,0.0287,1,2,29,GET_ACTIVE_NPROCS
0.0,0.0208,0.0208,1,0,21,TIMER_START
0.0,0.00393,0.00393,0.0078125,0,503,CHECK_TIMER_FLAG
0.0,0.00157,0.00157,9,0,0,TIMER_CLEAR
0.0,0.00112,0.00112,0.0078125,0,144,PRINT_RESULTS
0.0,0.000758,0.000758,1,0,1,TIMER_STOP
0.0,0.00043,0.00043,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000383,0.000383,1,0,0,SETUP_PROC_INFO
0.0,0.00032,0.00032,1,0,0,MPI_Comm_size()
0.0,0.000188,0.000188,1,0,0,MPI_Comm_rank()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
