%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00662,1,856,1,1,1856353,.TAU_application
100.0,1,1,856,1,658.125,1856346,CG
47.9,780,888,91,49686,9765,CONJ_GRAD
26.3,487,487,1,0,487450,MPI_Finalize()
16.5,0.0286,306,1,3.125,306954,INITIALIZE_MPI
16.5,306,306,1,0,306416,MPI_Init()
9.2,9,171,1,28001,171328,MAKEA
8.0,68,149,14000,639621,11,SPRNVC
3.3,60,60,16744,0,4,MPI_Send()
2.9,53,53,426415,0,0,RANDLC
2.2,40,40,16744,0,2,MPI_Wait()
1.4,26,26,213207,0,0,ICNVRT
0.6,11,11,1,0,11130,SPARSE
0.4,6,6,16744,0,0,MPI_Irecv()
0.1,1,1,14000,0,0,VECSET
0.0,0.57,0.57,1,0,570,ALLOC_SPACE
0.0,0.441,0.441,1,0,441,MPI_Bcast()
0.0,0.124,0.124,1,0,124,MPI_Barrier()
0.0,0.0515,0.0515,1,0,52,MPI_Reduce()
0.0,0.0447,0.0447,0.125,0,358,CHECK_TIMER_FLAG
0.0,0.0235,0.0238,1,2,24,GET_ACTIVE_NPROCS
0.0,0.023,0.023,0.125,0,184,PRINT_RESULTS
0.0,0.0035,0.0035,1,0,4,TIMER_START
0.0,0.00162,0.00162,9,0,0,TIMER_CLEAR
0.0,0.00125,0.00125,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,SETUP_PROC_INFO
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1,0,0,TIMER_READ
0.0,0,0,1,0,0,MPI_Comm_size()
