%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00681,1:34.266,1,1,94266339,.TAU_application
100.0,22,1:34.266,1,1031.03,94266332,CG
85.8,1:11.353,1:20.921,101,78780,801203,CONJ_GRAD
13.0,377,12,248,1,1.5E+06,12248932,MAKEA
12.0,5,459,11,347,750000,4.71974E+07,15,SPRNVC
5.9,5,548,5,548,26563,0,209,MPI_Send()
4.2,3,932,3,932,3.14649E+07,0,0,RANDLC
4.1,3,906,3,906,26563,0,147,MPI_Wait()
2.1,1,954,1,954,1.57325E+07,0,0,ICNVRT
0.8,742,742,1,0,742227,MPI_Finalize()
0.4,417,417,1,0,417250,SPARSE
0.3,0.0413,324,1,3.03125,324302,INITIALIZE_MPI
0.3,323,323,1,0,323376,MPI_Init()
0.1,114,114,26563,0,4,MPI_Irecv()
0.1,106,106,750000,0,0,VECSET
0.0,4,4,1,0,4647,ALLOC_SPACE
0.0,0.845,0.845,1,0,844,MPI_Bcast()
0.0,0.262,0.262,1,0,262,MPI_Barrier()
0.0,0.0728,0.0728,1,0,73,MPI_Reduce()
0.0,0.0242,0.0247,1,2,25,GET_ACTIVE_NPROCS
0.0,0.0162,0.0162,0.03125,0,519,CHECK_TIMER_FLAG
0.0,0.01,0.01,1,0,10,TIMER_START
0.0,0.00813,0.00813,0.03125,0,260,PRINT_RESULTS
0.0,0.00197,0.00197,9,0,0,TIMER_CLEAR
0.0,0.000969,0.000969,1,0,1,TIMER_STOP
0.0,0.000687,0.000687,1,0,1,SETUP_SUBMATRIX_INFO
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1,0,0,SETUP_PROC_INFO
0.0,0.000188,0.000188,1,0,0,MPI_Comm_rank()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
