%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00637,1,882,1,1,1882579,.TAU_application
100.0,1,1,882,1,553.062,1882573,CG
40.6,594,764,76,41496,10058,CONJ_GRAD
27.1,509,509,1,0,509294,MPI_Finalize()
16.8,0.0271,316,1,3.0625,316912,INITIALIZE_MPI
16.8,316,316,1,0,316336,MPI_Init()
15.4,15,289,1,60001,289770,MAKEA
13.9,122,261,30000,1.08172E+06,9,SPRNVC
5.3,100,100,13984,0,7,MPI_Send()
4.9,92,92,721149,0,0,RANDLC
3.4,63,63,13984,0,5,MPI_Wait()
2.5,46,46,360574,0,0,ICNVRT
0.4,8,8,1,0,8436,SPARSE
0.3,5,5,13984,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.57,0.57,1,0,570,ALLOC_SPACE
0.0,0.505,0.505,1,0,505,MPI_Bcast()
0.0,0.205,0.205,1,0,206,MPI_Barrier()
0.0,0.0621,0.0621,1,0,62,MPI_Reduce()
0.0,0.0229,0.0229,0.0625,0,366,CHECK_TIMER_FLAG
0.0,0.0197,0.0203,1,2,20,GET_ACTIVE_NPROCS
0.0,0.00806,0.00806,0.0625,0,129,PRINT_RESULTS
0.0,0.00275,0.00275,1,0,3,TIMER_START
0.0,0.00181,0.00181,9,0,0,TIMER_CLEAR
0.0,0.000375,0.000375,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1,0,0,SETUP_PROC_INFO
0.0,0.00025,0.00025,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00025,0.00025,1,0,0,TIMER_STOP
0.0,0,0,1,0,0,TIMER_READ
