Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00353,2,952,1,1,2952130
int_main(int_char_**),100.0,1,079,2,952,1,364.005,2952127
MPI_Finalize(),16.1,476,476,1,0,476267
MPI_Init(),13.8,406,406,1,0,406426
void_CalcKinematicsForElems(Domain,12.8,222,377,32,1.04858E+06,11804
MPI_Allreduce(),12.3,363,363,31,0,11730
Real_t_CalcElemVolume(const,5.5,161,161,1.08134E+06,0,0
void_CommSend(Domain,5.3,11,157,97,1234.19,1621
MPI_Waitall(),4.6,135,135,97,0,1397
MPI_Wait(),1.9,54,54,1040.19,0,53
void_CommSyncPosVel(Domain,1.4,6,39,32,319.407,1246
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.7,13,21,1,32774,21176
void_CommMonoQ(Domain,0.7,2,20,32,192,637
MPI_Isend(),0.4,10,10,1040.19,0,10
void_CommSBN(Domain,0.2,2,6,33,625.778,194
MPI_Reduce(),0.0,1,1,1,0,1351
MPI_Barrier(),0.0,1,1,1,0,1197
void_CommRecv(Domain,0.0,0.291,1,97,1137.19,12
MPI_Irecv(),0.0,0.845,0.845,1040.19,0,1
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.562,0.562,1,0,562
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.443,0.444,1,1,444
void_Domain::SetupCommBuffers(Int_t),0.0,0.398,0.398,1,0,398
void_Domain::SetupElementConnectivities(Int_t),0.0,0.268,0.268,1,0,268
MPI_Comm_rank(),0.0,0.14,0.14,293,0,0
void_Domain::~Domain(),0.0,0.112,0.112,1,0,112
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0541,0.0541,1,0,54
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0106,0.0106,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00252,0.00431,1,2,4
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00267,0.00267,1,0,3
StrToInt,0.0,0.00179,0.00179,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000458,0.000458,0.00462963,0,99
MPI_Comm_size(),0.0,0.000417,0.000417,1,0,0
