Name,#Call
.TAU_application,1
MPBT,1
MPI_Finalize(),1
SETUP_MPI,1
MPI_Init(),1
ADI,61
Z_SOLVE,61
Y_SOLVE,61
X_SOLVE,61
Z_SOLVE_CELL,61
Y_SOLVE_CELL,61
X_SOLVE_CELL,61
COPY_FACES,62
COMPUTE_RHS,62
INITIALIZE,2
EXACT_SOLUTION,27792
X_BACKSUBSTITUTE,61
EXACT_RHS,1
Y_BACKSUBSTITUTE,61
Z_BACKSUBSTITUTE,61
VERIFY,1
ERROR_NORM,1
LHSINIT,1
ADD,61
MPI_Comm_dup(),2
LHSABINIT,183
ALLOC_SPACE,1
MPI_Allreduce(),2
MPI_Bcast(),6
MPI_Reduce(),1
RHS_NORM,1
MPI_Barrier(),2
MAKE_SET,1
MPI_Comm_rank(),1
BTIO_CLEANUP,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
SETUP_BTIO,1
SET_CLASS,1
SET_CONSTANTS,1
