%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00559,1:01.838,1,1,61838410,.TAU_application
100.0,30,1:01.838,1,1009.01,61838404,CG
66.9,22,738,41,392,76,77064,544635,CONJ_GRAD
31.4,481,19,398,1,3E+06,19398020,MAKEA
30.0,9,097,18,522,1.5E+06,7.55104E+07,12,SPRNVC
16.0,9,885,9,885,25992,0,380,MPI_Wait()
13.8,8,555,8,555,25992,0,329,MPI_Send()
10.2,6,295,6,295,5.03402E+07,0,0,RANDLC
5.1,3,129,3,129,2.51701E+07,0,0,ICNVRT
0.8,0.0354,508,1,3.00781,508838,INITIALIZE_MPI
0.8,507,507,1,0,507803,MPI_Init()
0.8,496,496,1,0,496972,MPI_Finalize()
0.4,217,217,25992,0,8,MPI_Irecv()
0.3,208,208,1.5E+06,0,0,VECSET
0.3,184,184,1,0,184658,SPARSE
0.0,6,6,1,0,6055,ALLOC_SPACE
0.0,0.967,0.967,1,0,967,MPI_Bcast()
0.0,0.86,0.86,1,0,860,MPI_Barrier()
0.0,0.0741,0.0741,1,0,74,MPI_Reduce()
0.0,0.0415,0.0415,1,0,42,TIMER_START
0.0,0.028,0.0285,1,2,28,GET_ACTIVE_NPROCS
0.0,0.00398,0.00398,0.0078125,0,510,CHECK_TIMER_FLAG
0.0,0.00183,0.00183,9,0,0,TIMER_CLEAR
0.0,0.00119,0.00119,0.0078125,0,152,PRINT_RESULTS
0.0,0.000867,0.000867,1,0,1,TIMER_STOP
0.0,0.000719,0.000719,1,0,1,SETUP_SUBMATRIX_INFO
0.0,0.000297,0.000297,1,0,0,MPI_Comm_size()
0.0,0.000289,0.000289,1,0,0,SETUP_PROC_INFO
0.0,0.000219,0.000219,1,0,0,MPI_Comm_rank()
0.0,0.000156,0.000156,1,0,0,TIMER_READ
