Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,253
EXCHANGE_1,160640
MPI_Recv(),145580
JACLD,803200
JACU,803200
EXCHANGE_3,508
BLTS,803200
BUTS,803200
INIT_COMM,1
MPI_Init(),1
MPI_Finalize(),1
MPI_Send(),146503
MPI_Wait(),922.906
SETIV,2
EXACT,418460
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
MPI_Irecv(),922.906
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
EXCHANGE_4,1
EXCHANGE_5,0.25
PROC_GRID,1
VERIFY,0.0078125
EXCHANGE_6,0.125
SETCOEFF,1
NEIGHBORS,1
MPI_Comm_size(),1
SUBDOMAIN,1
ISQRT2,1
MPI_Comm_rank(),1
SET_CLASS,0.0078125
