Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00333,9,121,1,1,9121775
int_main(int_char_**),100.0,2,162,9,121,1,716.037,9121772
MPI_Finalize(),56.4,5,147,5,147,1,0,5147317
void_CalcKinematicsForElems(Domain,8.1,434,742,64,2.09715E+06,11599
MPI_Init(),6.3,578,578,1,0,578961
MPI_Allreduce(),3.7,333,333,63,0,5300
Real_t_CalcElemVolume(const,3.4,313,313,2.12992E+06,0,0
void_CommSend(Domain,1.1,17,100,193,1777.26,522
MPI_Waitall(),0.9,77,77,193,0,404
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,11,19,1,32774,19226
MPI_Wait(),0.2,16,16,1391.26,0,12
void_CommSyncPosVel(Domain,0.2,10,15,64,438.519,239
void_CommSBN(Domain,0.2,3,14,65,825.741,225
MPI_Isend(),0.1,4,4,1391.26,0,3
void_CommMonoQ(Domain,0.0,4,4,64,320,65
void_CommRecv(Domain,0.0,0.486,1,193,1584.26,9
MPI_Irecv(),0.0,1,1,1391.26,0,1
MPI_Reduce(),0.0,0.789,0.789,1,0,789
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.599,0.599,1,0,599
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.41,0.411,1,1,411
MPI_Barrier(),0.0,0.355,0.355,1,0,355
void_Domain::SetupCommBuffers(Int_t),0.0,0.306,0.306,1,0,306
MPI_Comm_rank(),0.0,0.28,0.28,581,0,0
void_Domain::SetupElementConnectivities(Int_t),0.0,0.276,0.276,1,0,276
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0454,0.0454,1,0,45
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0133,0.0133,1,0,13
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00215,0.004,1,2,4
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00319,0.00319,0.037037,0,86
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00278,0.00278,1,0,3
void_Domain::~Domain(),0.0,0.00252,0.00252,1,0,3
StrToInt,0.0,0.00185,0.00185,2,0,1
MPI_Comm_size(),0.0,0.000481,0.000481,1,0,0
