Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00346,19,706,1,1,19706944
int_main(int_char_**),100.0,8,560,19,706,1,2828,19706940
MPI_Allreduce(),24.0,4,720,4,720,255,0,18512
void_CalcKinematicsForElems(Domain,15.2,1,763,2,999,256,8.38861E+06,11717
void_CommSend(Domain,7.8,94,1,535,769,10168.4,1997
MPI_Waitall(),7.1,1,404,1,404,769,0,1826
Real_t_CalcElemVolume(const,6.3,1,242,1,242,8.42138E+06,0,0
MPI_Wait(),3.9,777,777,8630.45,0,90
MPI_Init(),2.7,524,524,1,0,524211
void_CommSyncPosVel(Domain,2.6,58,516,256,2687.63,2019
MPI_Finalize(),2.3,455,455,1,0,455766
void_CommMonoQ(Domain,1.3,20,258,256,1572.57,1010
void_CommSBN(Domain,0.5,18,100,257,5139.25,389
MPI_Isend(),0.2,36,36,8630.45,0,4
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,13,21,1,32774,21593
void_CommRecv(Domain,0.0,2,9,769,9399.45,13
MPI_Irecv(),0.0,6,6,8630.45,0,1
MPI_Reduce(),0.0,2,2,1,0,2795
MPI_Comm_rank(),0.0,1,1,2309,0,0
MPI_Barrier(),0.0,0.867,0.867,1,0,867
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.542,0.542,1,0,542
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.446,0.447,1,1,447
void_Domain::SetupCommBuffers(Int_t),0.0,0.419,0.419,1,0,419
void_Domain::SetupElementConnectivities(Int_t),0.0,0.255,0.255,1,0,255
void_Domain::~Domain(),0.0,0.114,0.114,1,0,114
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0559,0.0559,1,0,56
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0122,0.0122,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0016,0.00356,1,2,4
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00273,0.00273,1,0,3
StrToInt,0.0,0.00196,0.00196,2,0,1
MPI_Comm_size(),0.0,0.000484,0.000484,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000277,0.000277,0.00291545,0,95
