Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,6.20195E+06
JACU,6.20195E+06
BLTS,6.20195E+06
BUTS,6.20195E+06
EXCHANGE_1,488824
MPI_Recv(),427721
EXCHANGE_3,608
SETIV,2
EXACT,1.3625E+07
MPI_Send(),428787
MPI_Wait(),1066.19
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
ERROR,1
ERHS,1
MPI_Allreduce(),10
L2NORM,4
MPI_Irecv(),1066.19
SETBV,2
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
MPI_Barrier(),2
EXCHANGE_4,1
EXCHANGE_5,0.25
EXCHANGE_6,0.25
VERIFY,0.015625
PROC_GRID,1
SETCOEFF,1
MPI_Comm_size(),1
NEIGHBORS,1
MPI_Comm_rank(),1
SUBDOMAIN,1
ISQRT2,1
SET_CLASS,0.015625
