%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0095,11,505,1,1,11505338,.TAU_application
100.0,0.327,11,505,1,58.75,11505328,MG_MPI
91.6,10,542,10,542,1,0,10542651,MPI_Finalize()
3.0,348,348,1,0,348166,MPI_Init()
3.0,0.167,342,5,180,68514,MG3P
2.3,225,268,42,42,6388,RESID
1.0,86,112,40,40,2807,PSINV
0.8,0.356,89,119,2142,754,COMM3
0.7,33,80,2,66430,40274,ZRAN3
0.5,43,59,35,35,1699,RPRJ3
0.4,47,48,714,714,68,READY
0.4,42,43,35,35,1229,INTERP
0.4,42,42,39,0,1089,ZERO3
0.3,14,30,714,714,43,GIVE3
0.2,22,23,4,8,5908,NORM2U3
0.2,18,18,32768,0,1,VRANLC
0.1,16,16,714,0,23,MPI_Send()
0.1,9,10,714,714,15,TAKE3
0.0,4,4,33116,0,0,RANDLC
0.0,1,1,1,0,1463,ALLOC_SPACE
0.0,1,1,88,0,11,MPI_Allreduce()
0.0,0.809,0.809,714,0,1,MPI_Wait()
0.0,0.557,0.557,7,0,80,MPI_Bcast()
0.0,0.483,0.483,6,0,80,MPI_Barrier()
0.0,0.409,0.409,714,0,1,MPI_Irecv()
0.0,0.118,0.118,0.25,0,472,CHECK_TIMER_FLAG
0.0,0.093,0.093,542,0,0,BUBBLE
0.0,0.045,0.045,0.25,0,180,PRINT_RESULTS
0.0,0.0173,0.0283,6,90,5,POWER
0.0,0.0255,0.0257,1,2,26,GET_ACTIVE_NPROCS
0.0,0.015,0.015,2,0,8,TIMER_START
0.0,0.0145,0.0145,1,0,14,MPI_Reduce()
0.0,0.0132,0.0132,35,0,0,COMM3_EX
0.0,0.0075,0.0075,2,0,4,SETUP
0.0,0.003,0.003,17,0,0,TIMER_CLEAR
0.0,0.00225,0.00225,2,0,1,TIMER_STOP
0.0,0.00025,0.00025,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1.25,0,0,TIMER_READ
