Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00379,1:13.169,1,1,73169757
int_main(int_char_**),100.0,50,305,1:13.169,1,188.008,73169753
void_CalcKinematicsForElems(Domain,16.6,7,168,12,131,16,3.35544E+07,758235
MPI_Allreduce(),7.3,5,314,5,314,15,0,354330
Real_t_CalcElemVolume(const,7.2,5,270,5,270,3.56516E+07,0,0
void_CommSend(Domain,2.7,106,1,966,49,589.2,40123
MPI_Waitall(),2.5,1,794,1,794,49,0,36627
MPI_Finalize(),1.6,1,198,1,198,1,0,1198567
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.3,526,930,1,2.09716E+06,930781
MPI_Wait(),0.8,617,617,491.2,0,1256
MPI_Init(),0.6,407,407,1,0,407521
void_CommSBN(Domain,0.5,37,394,17,298.792,23216
void_CommSyncPosVel(Domain,0.5,155,379,16,148.608,23712
MPI_Reduce(),0.1,72,72,1,0,72533
MPI_Isend(),0.1,64,64,491.2,0,131
void_CommMonoQ(Domain,0.1,18,55,16,92.8,3480
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,45,45,1,0,45301
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,21,21,1,1,21449
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18968
MPI_Barrier(),0.0,9,9,1,0,9609
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6572
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4002
void_CommRecv(Domain,0.0,0.248,1,49,540.2,28
void_Domain::~Domain(),0.0,1,1,1,0,1171
MPI_Irecv(),0.0,1,1,491.2,0,2
MPI_Comm_rank(),0.0,0.153,0.153,149,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0348,0.0348,1,0,35
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0109,0.0109,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00174,0.00381,1,2,4
StrToInt,0.0,0.00207,0.00207,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000968,0.000968,0.008,0,121
MPI_Comm_size(),0.0,0.000456,0.000456,1,0,0
