%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0357,1,223,1,1,1223231,.TAU_application
100.0,0.153,1,223,1,150.047,1223196,MG_MPI
64.4,787,787,1,0,787787,MPI_Finalize()
27.5,336,336,1,0,336042,MPI_Init()
6.0,0.574,73,51,1581,1434,MG3P
4.9,2,60,1024,16914.8,59,COMM3
3.3,12,40,359,359,113,RESID
2.6,4,31,5608.5,5608.5,6,TAKE3
2.5,30,30,5761.5,0,5,MPI_Wait()
2.1,6,26,357,357,73,PSINV
1.4,4,17,5608.5,5608.5,3,GIVE3
1.2,2,14,306,306,46,RPRJ3
1.1,13,13,5761.5,0,2,MPI_Send()
0.7,6,8,5761.5,5761.5,2,READY
0.5,2,6,306,306,20,INTERP
0.5,0.832,6,2,4622.31,3051,ZRAN3
0.4,4,4,88,0,54,MPI_Allreduce()
0.3,0.134,3,306,459,12,COMM3_EX
0.3,0.0594,3,153,153,21,TAKE3_EX
0.2,2,2,6,0,444,MPI_Barrier()
0.2,0.205,2,4,8,623,NORM2U3
0.2,2,2,5761.5,0,0,MPI_Irecv()
0.1,0.885,0.885,399.25,0,2,ZERO3
0.1,0.755,0.755,7,0,108,MPI_Bcast()
0.0,0.435,0.435,2048,0,0,VRANLC
0.0,0.349,0.349,2206.75,0,0,RANDLC
0.0,0.0661,0.15,153,153,1,GIVE3_EX
0.0,0.0645,0.0645,366.312,0,0,BUBBLE
0.0,0.0376,0.0376,2,0,19,TIMER_START
0.0,0.0152,0.0295,6,92.75,5,POWER
0.0,0.0283,0.0283,1,0,28,ALLOC_SPACE
0.0,0.0269,0.0274,1,2,27,GET_ACTIVE_NPROCS
0.0,0.0119,0.0119,1,0,12,MPI_Reduce()
0.0,0.00998,0.00998,2,0,5,SETUP
0.0,0.00673,0.00673,0.015625,0,431,CHECK_TIMER_FLAG
0.0,0.00337,0.00337,0.015625,0,216,PRINT_RESULTS
0.0,0.00281,0.00281,17,0,0,TIMER_CLEAR
0.0,0.000906,0.000906,2,0,0,TIMER_STOP
0.0,0.000344,0.000344,1,0,0,MPI_Comm_size()
0.0,0.000188,0.000188,1.01562,0,0,TIMER_READ
0.0,0.000125,0.000125,1,0,0,MPI_Comm_rank()
