Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00357,1,494,1,1,1494297
int_main(int_char_**),100.0,214,1,494,1,716.005,1494294
MPI_Init(),33.6,501,501,1,0,501510
MPI_Finalize(),30.7,459,459,1,0,459271
MPI_Allreduce(),9.5,142,142,63,0,2264
void_CalcKinematicsForElems(Domain,6.3,55,94,64,262144,1473
void_CommSend(Domain,3.4,3,51,193,2448.41,265
MPI_Waitall(),2.9,42,42,193,0,222
Real_t_CalcElemVolume(const,2.7,39,39,266240,0,0
MPI_Wait(),1.5,22,22,2062.41,0,11
void_CommSyncPosVel(Domain,0.9,2,13,64,638.815,218
void_CommMonoQ(Domain,0.5,0.749,7,64,384,111
void_CommSBN(Domain,0.3,1,4,65,1232.59,76
MPI_Isend(),0.3,4,4,2062.41,0,2
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,1,2,1,4102,2336
MPI_Barrier(),0.1,1,1,1,0,1244
void_CommRecv(Domain,0.1,0.383,1,193,2255.41,6
MPI_Irecv(),0.0,0.739,0.739,2062.41,0,0
MPI_Reduce(),0.0,0.29,0.29,1,0,290
MPI_Comm_rank(),0.0,0.121,0.121,581,0,0
void_Domain::SetupCommBuffers(Int_t),0.0,0.109,0.109,1,0,109
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.056,0.0563,1,1,56
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.0327,0.0327,1,0,33
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0248,0.0248,1,0,25
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0111,0.0111,1,0,11
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00724,0.00724,1,0,7
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00155,0.00325,1,2,3
StrToInt,0.0,0.0017,0.0017,2,0,1
void_Domain::~Domain(),0.0,0.0017,0.0017,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.000963,0.000963,1,0,1
MPI_Comm_size(),0.0,0.000458,0.000458,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000412,0.000412,0.00462963,0,89
