%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00571,1,846,1,1,1846183,.TAU_application
100.0,0.506,1,846,1,1009,1846178,CG
31.1,97,574,76,77064,7562,CONJ_GRAD
28.1,0.0355,519,1,3.00391,519023,INITIALIZE_MPI
28.1,518,518,1,0,518191,MPI_Init()
21.3,393,393,1,0,393912,MPI_Finalize()
20.2,372,372,25992,0,14,MPI_Wait()
19.3,10,356,1,60001,356988,MAKEA
18.5,159,341,30000,1.3767E+06,11,SPRNVC
6.6,121,121,917799,0,0,RANDLC
5.2,95,95,25992,0,4,MPI_Send()
3.3,60,60,458899,0,0,ICNVRT
0.5,8,8,25992,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.836,0.836,1,0,836,SPARSE
0.0,0.763,0.763,1,0,763,MPI_Bcast()
0.0,0.336,0.336,1,0,336,MPI_Barrier()
0.0,0.117,0.117,1,0,117,MPI_Reduce()
0.0,0.0583,0.0583,1,0,58,ALLOC_SPACE
0.0,0.0308,0.0313,1,2,31,GET_ACTIVE_NPROCS
0.0,0.0234,0.0234,1,0,23,TIMER_START
0.0,0.00171,0.00171,0.00390625,0,437,CHECK_TIMER_FLAG
0.0,0.00169,0.00169,9,0,0,TIMER_CLEAR
0.0,0.000746,0.000746,1,0,1,TIMER_STOP
0.0,0.000531,0.000531,0.00390625,0,136,PRINT_RESULTS
0.0,0.000402,0.000402,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000281,0.000281,1,0,0,MPI_Comm_size()
0.0,0.000254,0.000254,1,0,0,SETUP_PROC_INFO
0.0,0.000207,0.000207,1,0,0,MPI_Comm_rank()
0.0,0.000152,0.000152,1,0,0,TIMER_READ
