%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0057,1,731,1,1,1731269,.TAU_application
100.0,0.51,1,731,1,1009,1731263,CG
31.7,0.0386,548,1,3.00391,548595,INITIALIZE_MPI
31.6,547,547,1,0,547518,MPI_Init()
25.3,90,438,76,77064,5767,CONJ_GRAD
23.8,412,412,1,0,412265,MPI_Finalize()
19.1,10,330,1,60001,330576,MAKEA
18.2,146,315,30000,1.27857E+06,11,SPRNVC
14.2,245,245,25992,0,9,MPI_Wait()
6.5,112,112,852381,0,0,RANDLC
5.4,93,93,25992,0,4,MPI_Send()
3.2,55,55,426190,0,0,ICNVRT
0.5,8,8,25992,0,0,MPI_Irecv()
0.3,4,4,30000,0,0,VECSET
0.1,1,1,1,0,1007,MPI_Bcast()
0.0,0.75,0.75,1,0,750,SPARSE
0.0,0.31,0.31,1,0,310,MPI_Barrier()
0.0,0.122,0.122,1,0,122,MPI_Reduce()
0.0,0.0553,0.0553,1,0,55,ALLOC_SPACE
0.0,0.0302,0.0302,1,0,30,TIMER_START
0.0,0.0281,0.0287,1,2,29,GET_ACTIVE_NPROCS
0.0,0.00208,0.00208,0.00390625,0,532,CHECK_TIMER_FLAG
0.0,0.00152,0.00152,9,0,0,TIMER_CLEAR
0.0,0.000816,0.000816,1,0,1,TIMER_STOP
0.0,0.000414,0.000414,0.00390625,0,106,PRINT_RESULTS
0.0,0.000395,0.000395,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000328,0.000328,1,0,0,MPI_Comm_size()
0.0,0.000246,0.000246,1,0,0,SETUP_PROC_INFO
0.0,0.000211,0.000211,1,0,0,MPI_Comm_rank()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
