"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00349","3:33.593","1","1",".TAU_application"
"100.0","1:50.631","3:33.593","1","11276","int_main(int_char_**)"
"18.8","23,405","40,053","1024","1.13246E+08","void_CalcKinematicsForElems(Domain"
"16.6","35,373","35,373","1023","0","MPI_Allreduce()"
"8.3","967","17,781","3073","38875.1","void_CommSend(Domain"
"7.8","16,668","16,668","1.13357E+08","0","Real_t_CalcElemVolume(const"
"7.8","16,631","16,631","3073","0","MPI_Waitall()"
"3.4","7,167","7,167","32729.1","0","MPI_Wait()"
"2.5","932","5,381","1024","10221","void_CommSyncPosVel(Domain"
"1.1","272","2,370","1025","19437","void_CommSBN(Domain"
"0.4","191","812","1024","6144","void_CommMonoQ(Domain"
"0.3","637","637","1","0","MPI_Finalize()"
"0.2","431","431","1","0","MPI_Init()"
"0.1","179","179","32729.1","0","MPI_Isend()"
"0.0","41","67","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.0","11","47","3073","35802.1","void_CommRecv(Domain"
"0.0","34","34","32729.1","0","MPI_Irecv()"
"0.0","6","6","9221","0","MPI_Comm_rank()"
"0.0","1","1","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","1","1","1","0","MPI_Reduce()"
"0.0","1","1","1","0","MPI_Barrier()"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.925","0.925","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.835","0.835","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.279","0.279","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.169","0.169","1","0","void_Domain::~Domain()"
"0.0","0.011","0.011","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00535","0.00535","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00155","0.0034","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00185","0.00185","2","0","StrToInt"
"0.0","0.000481","0.000481","1","0","MPI_Comm_size()"
"0.0","0.000481","0.000481","0.00462963","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
