"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00341","4,813","1","1",".TAU_application"
"100.0","1,734","4,813","1","188.001","int_main(int_char_**)"
"18.1","872","872","15","0","MPI_Allreduce()"
"13.1","370","630","16","1.76947E+06","void_CalcKinematicsForElems(Domain"
"11.5","553","553","1","0","MPI_Init()"
"9.1","436","436","1","0","MPI_Finalize()"
"7.2","16","348","49","694.17","void_CommSend(Domain"
"6.4","307","307","49","0","MPI_Waitall()"
"5.8","281","281","1.88006E+06","0","Real_t_CalcElemVolume(const"
"2.8","137","137","596.17","0","MPI_Wait()"
"2.0","15","95","16","179.468","void_CommSyncPosVel(Domain"
"1.4","42","69","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"1.0","4","46","17","364.369","void_CommSBN(Domain"
"0.5","24","24","596.17","0","MPI_Isend()"
"0.4","3","19","16","101.333","void_CommMonoQ(Domain"
"0.1","3","3","1","0","MPI_Reduce()"
"0.0","2","2","1","0","MPI_Barrier()"
"0.0","1","1","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.921","0.921","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.188","0.901","49","645.17","void_CommRecv(Domain"
"0.0","0.901","0.901","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.684","0.684","596.17","0","MPI_Irecv()"
"0.0","0.286","0.286","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.176","0.176","1","0","void_Domain::~Domain()"
"0.0","0.1","0.1","149","0","MPI_Comm_rank()"
"0.0","0.0115","0.0115","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00428","0.00616","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00523","0.00523","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00188","0.00188","2","0","StrToInt"
"0.0","0.000501","0.000501","1","0","MPI_Comm_size()"
"0.0","0.000119","0.000119","0.00137174","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
