"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00336","5,406","1","1",".TAU_application"
"100.0","2,154","5,406","1","716.001","int_main(int_char_**)"
"19.5","1,056","1,056","63","0","MPI_Allreduce()"
"13.7","434","743","64","2.09715E+06","void_CalcKinematicsForElems(Domain"
"11.0","592","592","1","0","MPI_Init()"
"8.5","460","460","1","0","MPI_Finalize()"
"5.8","315","315","2.12992E+06","0","Real_t_CalcElemVolume(const"
"4.8","26","261","193","2709.38","void_CommSend(Domain"
"4.1","219","219","193","0","MPI_Waitall()"
"1.6","84","84","2323.38","0","MPI_Wait()"
"1.1","14","61","64","717.871","void_CommSyncPosVel(Domain"
"0.6","5","33","64","405.333","void_CommMonoQ(Domain"
"0.4","13","21","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.3","16","16","2323.38","0","MPI_Isend()"
"0.3","4","13","65","1393.18","void_CommSBN(Domain"
"0.0","0.625","2","193","2516.38","void_CommRecv(Domain"
"0.0","2","2","1","0","MPI_Reduce()"
"0.0","1","1","2323.38","0","MPI_Irecv()"
"0.0","1","1","1","0","MPI_Barrier()"
"0.0","0.558","0.558","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.441","0.442","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.432","0.432","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.294","0.294","581","0","MPI_Comm_rank()"
"0.0","0.26","0.26","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.12","0.12","1","0","void_Domain::~Domain()"
"0.0","0.0564","0.0564","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0114","0.0114","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00422","0.00611","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00262","0.00262","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00189","0.00189","2","0","StrToInt"
"0.0","0.00049","0.00049","1","0","MPI_Comm_size()"
"0.0","0.000126","0.000126","0.00137174","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
