"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00625","839","1","1",".TAU_application"
"100.0","0.0673","839","1","33.25","int_main(int_char_**)"
"52.1","437","437","1","0","MPI_Finalize()"
"40.0","335","335","1","0","MPI_Init()"
"5.4","21","45","1","131072","void_create_seq(double_double)"
"2.9","24","24","131092","0","double_randlc(double_*_double_*)"
"2.3","2","18","11","33","void_rank(int)"
"1.8","14","14","11","0","MPI_Allreduce()"
"0.2","1","1","11","0","MPI_Alltoallv()"
"0.1","0.593","0.593","1","0","MPI_Comm_dup()"
"0.1","0.446","0.446","11","0","MPI_Alltoall()"
"0.0","0.261","0.261","1","0","MPI_Bcast()"
"0.0","0.108","0.127","1","2.625","void_full_verify(void)"
"0.0","0.0249","0.0249","0.125","0","int_check_timer_flag(void)"
"0.0","0.0238","0.0238","2","0","MPI_Reduce()"
"0.0","0.02","0.02","1","0","void_alloc_space(void)"
"0.0","0.0159","0.0159","0.875","0","MPI_Wait()"
"0.0","0.00613","0.00988","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00838","0.00838","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00413","0.00413","1","0","MPI_Comm_rank()"
"0.0","0.00325","0.00325","1","0","MPI_Comm_size()"
"0.0","0.00275","0.00275","1","0","void_timer_start(int)"
"0.0","0.00187","0.00187","0.875","0","MPI_Send()"
"0.0","0.0015","0.0015","0.875","0","MPI_Irecv()"
"0.0","0.00125","0.00125","7","0","void_timer_clear(int)"
"0.0","0.000375","0.000375","1","0","void_timer_stop(int)"
"0.0","0.000125","0.000125","1","0","double_timer_read(int)"
