"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00656","2,299","1","1",".TAU_application"
"100.0","0.0879","2,299","1","33.125","int_main(int_char_**)"
"44.4","431","1,020","1","4.1943E+06","void_create_seq(double_double)"
"32.3","743","743","1","0","MPI_Finalize()"
"25.6","589","589","4.19433E+06","0","double_randlc(double_*_double_*)"
"14.5","333","333","1","0","MPI_Init()"
"8.6","105","196","11","33","void_rank(int)"
"2.9","67","67","11","0","MPI_Allreduce()"
"1.0","22","22","11","0","MPI_Alltoallv()"
"0.1","2","2","1","2.8125","void_full_verify(void)"
"0.0","1","1","1","0","void_alloc_space(void)"
"0.0","0.692","0.692","1","0","MPI_Comm_dup()"
"0.0","0.531","0.531","11","0","MPI_Alltoall()"
"0.0","0.341","0.341","1","0","MPI_Bcast()"
"0.0","0.179","0.179","2","0","MPI_Reduce()"
"0.0","0.127","0.127","0.9375","0","MPI_Wait()"
"0.0","0.016","0.016","0.0625","0","int_check_timer_flag(void)"
"0.0","0.00662","0.0104","1","26.125","double_find_my_seed(int_int_long_double_double)"
"0.0","0.0065","0.0065","0.0625","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.0045","0.0045","1","0","void_timer_start(int)"
"0.0","0.00331","0.00331","0.9375","0","MPI_Send()"
"0.0","0.00287","0.00287","1","0","MPI_Comm_rank()"
"0.0","0.00281","0.00281","0.9375","0","MPI_Irecv()"
"0.0","0.00256","0.00256","1","0","MPI_Comm_size()"
"0.0","0.001","0.001","7","0","void_timer_clear(int)"
"0.0","0.000812","0.000812","1","0","void_timer_stop(int)"
"0.0","0.000188","0.000188","1","0","double_timer_read(int)"
