"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00613","827","1","1",".TAU_application"
"100.0","0.0622","827","1","33.25","int_main(int_char_**)"
"52.1","430","430","1","0","MPI_Finalize()"
"40.1","331","331","1","0","MPI_Init()"
"4.7","17","38","1","131072","void_create_seq(double_double)"
"3.0","1","25","11","33","void_rank(int)"
"2.6","21","21","11","0","MPI_Allreduce()"
"2.6","21","21","131092","0","double_randlc(double_*_double_*)"
"0.1","1","1","11","0","MPI_Alltoallv()"
"0.1","0.535","0.535","1","0","MPI_Comm_dup()"
"0.1","0.435","0.435","11","0","MPI_Alltoall()"
"0.0","0.221","0.221","1","0","MPI_Bcast()"
"0.0","0.116","0.134","1","2.625","void_full_verify(void)"
"0.0","0.0369","0.0369","2","0","MPI_Reduce()"
"0.0","0.0222","0.0222","0.125","0","int_check_timer_flag(void)"
"0.0","0.0176","0.0176","1","0","void_alloc_space(void)"
"0.0","0.0151","0.0151","0.875","0","MPI_Wait()"
"0.0","0.00588","0.00912","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00912","0.00912","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00375","0.00375","1","0","void_timer_start(int)"
"0.0","0.00275","0.00275","1","0","MPI_Comm_rank()"
"0.0","0.00225","0.00225","1","0","MPI_Comm_size()"
"0.0","0.00162","0.00162","0.875","0","MPI_Irecv()"
"0.0","0.0015","0.0015","0.875","0","MPI_Send()"
"0.0","0.00112","0.00112","7","0","void_timer_clear(int)"
"0.0","0.000375","0.000375","1","0","void_timer_stop(int)"
"0.0","0.00025","0.00025","1","0","double_timer_read(int)"
