"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00625","861","1","1",".TAU_application"
"100.0","0.0617","861","1","33.25","int_main(int_char_**)"
"54.4","468","468","1","0","MPI_Finalize()"
"38.1","328","328","1","0","MPI_Init()"
"4.5","17","38","1","131072","void_create_seq(double_double)"
"2.9","1","25","11","33","void_rank(int)"
"2.5","21","21","11","0","MPI_Allreduce()"
"2.5","21","21","131092","0","double_randlc(double_*_double_*)"
"0.1","1","1","11","0","MPI_Alltoallv()"
"0.1","0.462","0.462","1","0","MPI_Comm_dup()"
"0.1","0.446","0.446","11","0","MPI_Alltoall()"
"0.0","0.306","0.306","1","0","MPI_Bcast()"
"0.0","0.106","0.123","1","2.625","void_full_verify(void)"
"0.0","0.022","0.022","0.125","0","int_check_timer_flag(void)"
"0.0","0.0213","0.0213","2","0","MPI_Reduce()"
"0.0","0.0179","0.0179","1","0","void_alloc_space(void)"
"0.0","0.0132","0.0132","0.875","0","MPI_Wait()"
"0.0","0.0124","0.0124","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.0045","0.00875","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00425","0.00425","1","0","MPI_Comm_rank()"
"0.0","0.003","0.003","1","0","void_timer_start(int)"
"0.0","0.00225","0.00225","1","0","MPI_Comm_size()"
"0.0","0.00213","0.00213","0.875","0","MPI_Send()"
"0.0","0.0015","0.0015","0.875","0","MPI_Irecv()"
"0.0","0.0015","0.0015","7","0","void_timer_clear(int)"
"0.0","0.000375","0.000375","1","0","double_timer_read(int)"
"0.0","0.000375","0.000375","1","0","void_timer_stop(int)"
