"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00744","964","1","1",".TAU_application"
"100.0","0.149","964","1","100.188","MG_MPI"
"66.4","640","640","1","0","MPI_Finalize()"
"33.0","317","317","1","0","MPI_Init()"
"0.3","0.31","2","134","1970","COMM3"
"0.3","0.053","2","26","156","MG3P"
"0.2","1","1","674","0","MPI_Wait()"
"0.2","0.0357","1","54","54","RESID"
"0.2","0.238","1","648","648","TAKE3"
"0.1","0.019","1","52","52","PSINV"
"0.1","0.0523","0.937","2","122","ZRAN3"
"0.1","0.78","0.78","7","0","MPI_Bcast()"
"0.1","0.0234","0.756","26","26","INTERP"
"0.1","0.237","0.755","648","648","GIVE3"
"0.1","0.019","0.733","26","78","COMM3_EX"
"0.1","0.722","0.722","88","0","MPI_Allreduce()"
"0.1","0.0103","0.674","26","26","TAKE3_EX"
"0.1","0.53","0.53","674","0","MPI_Send()"
"0.0","0.257","0.458","674","674","READY"
"0.0","0.382","0.382","6","0","MPI_Barrier()"
"0.0","0.00844","0.348","26","26","RPRJ3"
"0.0","0.201","0.201","674","0","MPI_Irecv()"
"0.0","0.0035","0.0883","4","8","NORM2U3"
"0.0","0.0302","0.0328","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0275","0.0275","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0101","0.0225","26","26","GIVE3_EX"
"0.0","0.0183","0.0183","2","0","TIMER_START"
"0.0","0.00688","0.012","6","33.75","POWER"
"0.0","0.0116","0.0116","56","0","ZERO3"
"0.0","0.0112","0.0112","0.0625","0","PRINT_RESULTS"
"0.0","0.0109","0.0109","1","0","MPI_Reduce()"
"0.0","0.00775","0.00775","1","0","ALLOC_SPACE"
"0.0","0.00625","0.00625","41.75","0","RANDLC"
"0.0","0.00531","0.00531","2","0","SETUP"
"0.0","0.00294","0.00294","16","0","BUBBLE"
"0.0","0.00263","0.00263","17","0","TIMER_CLEAR"
"0.0","0.00237","0.00237","1","0","MPI_Comm_size()"
"0.0","0.000875","0.000875","2","0","TIMER_STOP"
"0.0","0.000562","0.000562","4","0","VRANLC"
"0.0","0.000313","0.000313","1.0625","0","TIMER_READ"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
