"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00791","965","1","1",".TAU_application"
"100.0","0.132","965","1","80.0938","MG_MPI"
"63.6","613","613","1","0","MPI_Finalize()"
"35.5","342","342","1","0","MPI_Init()"
"0.5","0.0831","4","16","256","MG3P"
"0.5","0.457","4","180","2832","COMM3"
"0.3","2","2","968","0","MPI_Wait()"
"0.2","0.366","2","936","936","TAKE3"
"0.2","0.0476","2","66","66","RESID"
"0.2","0.0369","1","64","64","PSINV"
"0.2","0.0809","1","2","308.875","ZRAN3"
"0.1","0.364","1","936","936","GIVE3"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.0222","1","48","48","RPRJ3"
"0.1","0.927","0.927","968","0","MPI_Send()"
"0.1","0.804","0.804","7","0","MPI_Bcast()"
"0.1","0.0406","0.796","48","48","INTERP"
"0.1","0.0291","0.755","48","96","COMM3_EX"
"0.1","0.417","0.725","968","968","READY"
"0.1","0.0138","0.668","32","32","TAKE3_EX"
"0.1","0.57","0.57","6","0","MPI_Barrier()"
"0.0","0.308","0.308","968","0","MPI_Irecv()"
"0.0","0.00466","0.108","4","8","NORM2U3"
"0.0","0.0135","0.0336","32","32","GIVE3_EX"
"0.0","0.0318","0.0323","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0263","0.0263","140.875","0","BUBBLE"
"0.0","0.021","0.021","76","0","ZERO3"
"0.0","0.0112","0.0203","6","57.625","POWER"
"0.0","0.0158","0.0158","1","0","ALLOC_SPACE"
"0.0","0.0152","0.0152","99.625","0","RANDLC"
"0.0","0.0136","0.0136","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.00997","0.00997","1","0","MPI_Reduce()"
"0.0","0.00853","0.00853","2","0","TIMER_START"
"0.0","0.00691","0.00691","2","0","SETUP"
"0.0","0.00666","0.00666","32","0","VRANLC"
"0.0","0.00537","0.00537","0.03125","0","PRINT_RESULTS"
"0.0","0.00237","0.00237","17","0","TIMER_CLEAR"
"0.0","0.001","0.001","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1.03125","0","TIMER_READ"
"0.0","0.000188","0.000188","1","0","MPI_Comm_rank()"
