"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00725","990","1","1",".TAU_application"
"100.0","0.202","990","1","80.375","MG_MPI"
"63.8","632","632","1","0","MPI_Finalize()"
"33.1","327","327","1","0","MPI_Init()"
"2.0","0.16","19","16","416","MG3P"
"1.6","0.873","16","276","4968","COMM3"
"1.2","4","11","98","98","RESID"
"0.9","1","8","1656","1656","TAKE3"
"0.8","2","7","96","96","PSINV"
"0.7","6","6","1656","0","MPI_Wait()"
"0.4","0.825","4","80","80","RPRJ3"
"0.4","1","4","1656","1656","GIVE3"
"0.4","0.939","3","2","4629.25","ZRAN3"
"0.3","2","2","1656","1656","READY"
"0.3","2","2","1656","0","MPI_Send()"
"0.1","1","1","6","0","MPI_Barrier()"
"0.1","0.865","0.886","80","80","INTERP"
"0.1","0.834","0.834","7","0","MPI_Bcast()"
"0.1","0.709","0.709","1656","0","MPI_Irecv()"
"0.1","0.645","0.645","84","0","ZERO3"
"0.1","0.59","0.59","88","0","MPI_Allreduce()"
"0.0","0.482","0.482","2048","0","VRANLC"
"0.0","0.223","0.375","4","8","NORM2U3"
"0.0","0.374","0.374","2186.5","0","RANDLC"
"0.0","0.071","0.071","373.25","0","BUBBLE"
"0.0","0.0683","0.0683","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0147","0.0262","6","72.5","POWER"
"0.0","0.0253","0.0253","1","0","ALLOC_SPACE"
"0.0","0.0243","0.0251","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0205","0.0205","80","0","COMM3_EX"
"0.0","0.0165","0.0165","0.125","0","PRINT_RESULTS"
"0.0","0.0115","0.0115","1","0","MPI_Reduce()"
"0.0","0.00675","0.00675","2","0","TIMER_START"
"0.0","0.0055","0.0055","2","0","SETUP"
"0.0","0.00287","0.00287","17","0","TIMER_CLEAR"
"0.0","0.00137","0.00137","2","0","TIMER_STOP"
"0.0","0.000625","0.000625","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0","0","1.125","0","TIMER_READ"
