"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00781","958","1","1",".TAU_application"
"100.0","0.148","958","1","80.1875","MG_MPI"
"65.6","629","629","1","0","MPI_Finalize()"
"33.6","321","321","1","0","MPI_Init()"
"0.5","0.479","4","180","2968","COMM3"
"0.5","0.0859","4","16","256","MG3P"
"0.3","2","2","1000","0","MPI_Wait()"
"0.3","0.395","2","984","984","TAKE3"
"0.2","0.072","2","66","66","RESID"
"0.2","0.0493","1","64","64","PSINV"
"0.1","0.378","1","984","984","GIVE3"
"0.1","0.0263","1","48","48","RPRJ3"
"0.1","0.1","1","2","407","ZRAN3"
"0.1","0.903","0.903","1000","0","MPI_Send()"
"0.1","0.429","0.743","1000","1000","READY"
"0.1","0.719","0.719","88","0","MPI_Allreduce()"
"0.1","0.678","0.678","7","0","MPI_Bcast()"
"0.1","0.052","0.504","48","48","INTERP"
"0.0","0.464","0.464","6","0","MPI_Barrier()"
"0.0","0.0209","0.452","48","48","COMM3_EX"
"0.0","0.00731","0.405","16","16","TAKE3_EX"
"0.0","0.315","0.315","1000","0","MPI_Irecv()"
"0.0","0.00606","0.0877","4","8","NORM2U3"
"0.0","0.0395","0.0395","175","0","BUBBLE"
"0.0","0.0286","0.0291","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0262","0.0262","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0232","0.0232","68","0","ZERO3"
"0.0","0.0129","0.0216","6","56","POWER"
"0.0","0.0201","0.0201","130","0","RANDLC"
"0.0","0.0164","0.0164","1","0","ALLOC_SPACE"
"0.0","0.00725","0.0136","16","16","GIVE3_EX"
"0.0","0.0134","0.0134","1","0","MPI_Reduce()"
"0.0","0.0121","0.0121","64","0","VRANLC"
"0.0","0.0104","0.0104","0.0625","0","PRINT_RESULTS"
"0.0","0.00762","0.00762","2","0","TIMER_START"
"0.0","0.00656","0.00656","2","0","SETUP"
"0.0","0.00281","0.00281","17","0","TIMER_CLEAR"
"0.0","0.000875","0.000875","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
"0.0","6.25E-05","6.25E-05","1.0625","0","TIMER_READ"
