"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00988","941","1","1",".TAU_application"
"100.0","0.165","941","1","100.094","MG_MPI"
"63.4","596","596","1","0","MPI_Finalize()"
"34.9","328","328","1","0","MPI_Init()"
"1.3","0.189","11","26","546","MG3P"
"1.2","0.947","11","368","5961","COMM3"
"0.7","6","6","2026","0","MPI_Wait()"
"0.6","0.81","6","1974","1974","TAKE3"
"0.5","0.273","4","132","132","RESID"
"0.4","0.172","3","130","130","PSINV"
"0.3","0.087","2","104","104","RPRJ3"
"0.3","0.819","2","1974","1974","GIVE3"
"0.2","1","1","2026","2026","READY"
"0.2","0.127","1","2","590.375","ZRAN3"
"0.2","1","1","2026","0","MPI_Send()"
"0.2","0.126","1","104","104","INTERP"
"0.1","0.0504","1","104","156","COMM3_EX"
"0.1","0.0217","1","52","52","TAKE3_EX"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.802","0.802","7","0","MPI_Bcast()"
"0.1","0.662","0.662","2026","0","MPI_Irecv()"
"0.1","0.568","0.568","6","0","MPI_Barrier()"
"0.0","0.011","0.128","4","8","NORM2U3"
"0.0","0.0679","0.0679","147","0","ZERO3"
"0.0","0.0213","0.0486","52","52","GIVE3_EX"
"0.0","0.0444","0.0444","222.375","0","BUBBLE"
"0.0","0.0334","0.0334","214.938","0","RANDLC"
"0.0","0.0277","0.0283","1","2","GET_ACTIVE_NPROCS"
"0.0","0.025","0.025","128","0","VRANLC"
"0.0","0.0122","0.0231","6","68.9375","POWER"
"0.0","0.0196","0.0196","1","0","ALLOC_SPACE"
"0.0","0.0143","0.0143","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0126","0.0126","1","0","MPI_Reduce()"
"0.0","0.009","0.009","2","0","TIMER_START"
"0.0","0.00741","0.00741","2","0","SETUP"
"0.0","0.00441","0.00441","0.03125","0","PRINT_RESULTS"
"0.0","0.00266","0.00266","17","0","TIMER_CLEAR"
"0.0","0.00122","0.00122","2","0","TIMER_STOP"
"0.0","0.000344","0.000344","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1","0","MPI_Comm_rank()"
"0.0","6.25E-05","6.25E-05","1.03125","0","TIMER_READ"
