"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00706","935","1","1",".TAU_application"
"100.0","0.119","935","1","90.0938","MG_MPI"
"64.0","598","598","1","0","MPI_Finalize()"
"35.4","331","331","1","0","MPI_Init()"
"0.3","0.0442","2","21","126","MG3P"
"0.2","0.233","2","109","1426.5","COMM3"
"0.2","1","1","507","0","MPI_Wait()"
"0.1","0.0306","1","44","44","RESID"
"0.1","0.0498","1","2","110","ZRAN3"
"0.1","0.172","1","465","465","TAKE3"
"0.1","0.0178","1","21","21","INTERP"
"0.1","0.0287","1","21","126","COMM3_EX"
"0.1","0.922","0.922","88","0","MPI_Allreduce()"
"0.1","0.0165","0.897","42","42","TAKE3_EX"
"0.1","0.708","0.708","7","0","MPI_Bcast()"
"0.1","0.0145","0.704","42","42","PSINV"
"0.1","0.172","0.594","465","465","GIVE3"
"0.1","0.513","0.513","6","0","MPI_Barrier()"
"0.0","0.451","0.451","507","0","MPI_Send()"
"0.0","0.194","0.346","507","507","READY"
"0.0","0.00731","0.163","21","21","RPRJ3"
"0.0","0.152","0.152","507","0","MPI_Irecv()"
"0.0","0.00344","0.118","4","8","NORM2U3"
"0.0","0.0159","0.0452","42","42","GIVE3_EX"
"0.0","0.0318","0.0318","2","0","TIMER_START"
"0.0","0.0288","0.0317","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0135","0.0135","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.00703","0.0125","6","35","POWER"
"0.0","0.012","0.012","56.5","0","ZERO3"
"0.0","0.00903","0.00903","1","0","MPI_Reduce()"
"0.0","0.00794","0.00794","1","0","ALLOC_SPACE"
"0.0","0.00769","0.00769","2","0","SETUP"
"0.0","0.00647","0.00647","41","0","RANDLC"
"0.0","0.00494","0.00494","0.03125","0","PRINT_RESULTS"
"0.0","0.00275","0.00275","17","0","TIMER_CLEAR"
"0.0","0.00269","0.00269","1","0","MPI_Comm_size()"
"0.0","0.00181","0.00181","8","0","BUBBLE"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.000219","0.000219","2","0","VRANLC"
"0.0","9.38E-05","9.38E-05","1.03125","0","TIMER_READ"
